,NE_MBB,NE_OH,NE_OP,SC_OH,SC_OP,SC_SLP,SE_SLP,SE_LSP
-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,129.3,108.0,126.6,56.3,64.4,74.5,105.5,143.3
1,128.00982828000002,106.280977284,125.3344068,55.929100721,64.104986764,73.44807557,104.600136772,142.28730334300002
2,126.76204605640753,104.62019991181967,124.10252094752448,55.572151276300026,63.821268647787726,72.42367188265654,103.71825205681736,141.29223887758096
3,125.55441050898473,103.0139920758757,122.90383131781091,55.2287088691299,63.54875259817249,71.42860032528831,102.8559682348342,140.31655937649487
4,124.38566715448013,101.46025307238577,121.73798759912123,54.89849803211895,63.287343940220715,70.46494621249127,102.01514980686781,139.36229119212882
5,123.25488869947193,99.95735061841388,120.60471895294503,54.5813245063516,63.036946548624385,69.53506787447591,101.19791505605133,138.43175198000196
6,122.16130748398481,98.50388684541876,119.5037975016782,54.27704006427865,62.797462959080356,68.64157993228213,100.40663851725841,137.527559465959
7,121.10424767803698,97.09860708110072,118.43501900924423,53.98552483022454,62.568794451522045,67.78731575277608,99.64394005163305,136.6526265981983
8,120.0830914605202,95.74035457586562,117.398191548544,53.706677225364736,62.35084111821678,66.97526434732642,98.91265576676788,135.81013763612333
9,119.09725994404899,94.42804470706349,116.39312837106567,53.44040775506583,62.14350192301949,66.20847819922308,98.21578592353227,135.00349936640723
10,118.14620150910754,93.16064888215672,115.41964319309855,53.18663493579679,61.9466747551724,65.489950974216,97.55641566101528,134.2362620751999
11,117.22938425191768,91.93718381969634,114.4775469689033,52.94528250414955,61.760256479619976,64.82246791264794,96.93760620789831,133.512006571633
12,116.34629088861074,90.75670405267779,113.56664562928113,52.71627743885451,61.58414298504694,64.20843670914523,96.36225750095223,132.83419682412796
13,115.49641520965068,89.61829647980706,112.68673847514795,52.499548522117955,61.418229230409686,63.64971216211086,95.83294780786017,132.20600276760612
14,114.67925955626171,88.5210762799512,111.83761703227277,52.29502527220539,61.262409290466,63.14743261641142,95.3517616001265,131.63010421703268
15,113.89433299465817,87.46418376859985,111.01906424113432,52.10263713959772,61.11657640063969,62.70188871147975,94.92012249347127,131.10849355368504
16,113.14114998057515,86.44678192573438,110.23085389703533,51.922312895259196,60.98062300144621,62.31244380883677,94.5386519850262,130.64230022309684
17,112.41922937656494,85.46805441483541,109.47275028157233,51.75398016213698,60.854440782630554,61.977520083625876,94.20707523080942,130.23166203961006
18,111.72809372815931,84.52720396921067,108.7445079434424,51.59756505557264,60.73792072711645,61.694655242461,93.92419100857293,129.87566514841473
19,111.06726873314042,83.62345105834538,108.04587159785802,51.452991907970755,60.63095315482926,61.46062409064999,93.68791434623013,129.5723658344131
20,110.43628285684693,82.75603277131435,107.37657612157375,51.320183059649175,60.533427766428034,61.271609388745695,93.49538874519959,129.31889463678462
21,109.83466705916237,81.9242018709393,106.7363466259429,51.19905870237441,60.445233686963086,61.12340007899831,93.34315345136069,129.11162956985615
22,109.2619546076881,81.12722598401693,106.12489859428935,51.089536765337485,60.36625950946062,61.01159336599117,93.22734299211888,128.9464144267161
23,108.71768095788998,80.36438690125313,105.54193807269068,50.99153283567498,60.296393338425474,60.93178010282272,93.14389329386447,128.81879301993388
24,108.20138368555051,79.63497996657568,104.9871619053509,50.904960107365845,60.23552283324487,60.87969899742412,93.08873133090066,128.72423163002293
25,107.71260246019298,78.93831353995533,104.4602580073046,50.82972935362046,60.1835352514701,60.85135231017608,93.05793188738639,128.65830855328636
26,107.2508790506278,78.2737085212036,103.96090566839145,50.76574891884996,60.14031749194862,60.84308219329652,93.04783320527766,128.61685880689114
27,106.81575735564452,77.64049792475016,103.48877588336681,50.71292472704646,60.10575613777576,60.85161155132828,93.05511078152935,128.59607101134014
