,NE_MBB,NE_OH,NE_OP,SC_OH,SC_OP,SC_SLP,SE_SLP,SE_LSP
68,118.90105593748468,161.9873344724887,119.12206002170045,125.09669995709122,116.87868246194151,134.21306537810955,141.9602242870944,130.45194163845665
69,120.03409327940298,163.71555951993412,120.3154550012178,126.5067843105155,117.97908965729411,134.21340263258566,141.96046936210072,130.45218160951083
70,121.15112047069091,165.42776366884132,121.48883038123292,127.90110710064536,119.0637477018925,134.21367594534715,141.96066559269818,130.45237374726224
71,122.252267467956,167.12401642027203,122.64229829344961,129.27963929567545,120.13276952313062,134.21389743920173,141.96082271365177,130.4525275861763
72,123.33766698336387,168.80438893598927,123.77598180950959,130.64236058504855,121.18627121382087,134.21407693864833,141.96094851961496,130.4526507602863
73,124.40745429561922,170.4689539928737,124.8900142999917,131.98925909784398,122.22437187482434,134.21422240557823,141.96104925177357,130.45274938197636
74,125.46176706681399,172.11778593646852,125.98453881056126,133.32033112286982,123.24719345985564,134.21434029238668,141.96112990744078,130.45282834527322
75,126.50074516508938,173.7509606338337,127.05970745561453,134.63558083085246,124.25486062258682,134.2144358281477,141.96119448795557,130.45289156869015
76,127.52453049304926,175.36855542587261,128.11568082968682,135.93501999908585,125.24750056616574,134.21451325053866,141.96124619717838,130.4529421896694
77,128.53326682185408,176.9706490792791,129.15262743681998,137.21866773887317,126.22524289525464,134.21457599379752,141.96128760042842,130.45298272026912
78,129.52709963091823,178.5573217382377,130.17072313801873,138.48655022606494,127.1882194706864,134.2146268410476,141.96132075174552,130.45301517181915
79,130.50617595312693,180.12865487599763,131.1701506168637,139.73870043497158,128.136564266827,134.21466804774326,141.9613472957894,130.45304115473002
80,131.4706442254838,181.68473124642898,132.1510988632921,140.97515787590237,129.07041323172382,134.21470144171283,141.96136854943057,130.4530619584076
81,132.42065414509577,183.22563483565935,133.1137626755054,142.19596833655922,129.98990415011195,134.21472850423402,141.96138556707967,130.453078615239
82,133.35635653039773,184.75145081387896,134.05834217991566,143.4011836274907,130.8951765093419,134.2147504357382,141.96139919299725,130.45309195182392
83,134.27790318751633,186.26226548739365,134.98504236899885,144.5908613317905,131.78637136828516,134.2147682090578,141.96141010317754,130.45310262999453
84,135.18544678166944,187.75816625099748,135.89407265688436,145.76506455920384,132.6636312292655,134.2147826125783,141.96141883888498,130.45311117965872
85,136.07914071349546,189.23924154072876,136.7856464524746,146.92386170478633,133.52709991305784,134.21479428520877,141.96142583350647,130.45311802509673
86,136.95913900020514,190.7055807870672,137.65998074985635,148.0673262122419,134.37692243698893,134.21480374472227,141.96143143405214,130.45312350601617
87,137.8255961614464,192.1572743686235,138.51729573573795,149.19553634204874,135.21324489616725,134.21481141072292,141.96143591837077,130.45312789440987
88,138.67866710977287,193.59441356636708,139.3578144136202,150.3085749444665,136.0362143478637,134.2148176232585,141.96143950893392,130.45313140805374
89,139.51850704560493,195.01709051843272,140.18176224438764,151.4065292375031,136.8459786990582,134.21482265790425,141.9614423838732,130.45313422131386
90,140.34527135657217,196.42539817554228,140.98936680298695,152.4894905899045,137.64268659716143,134.21482673798673,141.96144468581727,130.4531364737995
91,141.15911552112632,197.8194302570731,141.78085745084243,153.5575543092183,138.42648732391558,134.21483004448996,141.96144652896808,130.45313827729132
92,141.96019501631338,199.19928120780142,142.55646502364516,154.6108194349685,139.19753069247272,134.21483272408378,141.96144800476623,130.4531397212884
93,142.74866522959405,200.56504615534453,143.31642153413898,155.64938853696864,139.95596694764407,134.21483489562948,141.96144918642764,130.45314087744975
94,143.5246813746029,201.91682086832347,144.0609598895185,156.67336751878733,140.70194666930928,134.21483665545244,141.96145013257578,130.45314180315046
95,144.28839841073605,203.25470171526356,144.79031362304474,157.68286542637247,141.43562067896954,134.2148380816148,141.96145089015008,130.4531425443288
96,145.03997096645966,204.57878562424906,145.5047166394792,158.6779942618287,142.15713994942544,134.2148392373783,141.96145149673458,130.45314313776612
97,145.77955326623123,205.8891700433438,146.20440297393262,159.65886880233555,142.86665551755485,134.21484017401025,141.96145198242263,130.45314361291202
98,146.50729906092795,207.1859529017892,146.88960656372112,160.62560642418435,143.5643184001642,134.2148409330578,141.9614523713097,130.4531439933458
99,147.22336156167677,208.46923257198745,147.56056103282265,161.5783269319052,144.2502795128817,134.2148415481907,141.96145268268887,130.45314429794672
100,147.9278933769833,209.73910783227655,148.21749948852485,162.5171523924476,144.92468959205846,134.21484204669503,141.96145293200803,130.45314454183077
101,148.62104645305698,210.99567783050236,148.86065432985816,163.4422069743726,145.5876991196411,134.21484245068345,141.96145313163615,130.45314473710076
102,149.3029720172325,212.23904204838962,149.490257067409,164.3536167920079,146.23945825097496,134.2148427780761,141.961453291477,130.45314489344707
103,149.97382052438874,213.469300266715,150.10653815411175,165.25150975451214,146.88011674549676,134.21484304339543,141.96145341946044,130.45314501862845
104,150.63374160626864,214.6865525312813,150.70972682662224,166.1360154197897,147.50982390027144,134.21484325841053,141.96145352193594,130.4531451188571
105,151.28288402360394,215.89089911969214,151.30005095688009,167.00726485319257,148.12872848632685,134.21484343265897,141.96145360398734,130.4531451991069
106,151.92139562095247,217.08244050892543,151.87773691347263,167.86539049094264,148.73697868773803,134.2148435738701,141.96145366968534,130.4531452633603
107,152.54942328415586,218.26127734370175,152.4430094324203,168.71052600820258,149.33472204341015,134.21484368830772,141.9614537222893,130.4531453148059
108,153.1671129003286,219.42751040564391,152.99609149700822,169.54280619172212,149.92210539150938,134.2148437810481,141.96145376440887,130.4531453559967
109,153.77460932029004,220.581240583223,153.5372042262983,170.36236681698205,150.49927481648805,134.214843856205,141.96145379813373,130.45314538897685
110,154.37205632335466,221.7225688424845,154.06656677196125,171.16934452975667,151.0663755986503,134.21484391711223,141.96145382513703,130.45314541538298
111,154.9595965843959,222.85159619854855,154.5843962230781,171.9638767320128,151.62355216620284,134.21484396647153,141.96145384675836,130.4531454365255
112,155.53737164310238,223.96842368787713,155.09090751856706,172.74610147206147,152.17094804973507,134.21484400647233,141.96145386407042,130.45314545345363
113,156.10552187534606,225.0731523413003,155.5863133669016,173.51615733887724,152.70870583907194,134.21484403888903,141.9614538779321,130.45314546700746
114,156.6641864665852,226.16588315779367,156.07082417279346,174.2741833604981,153.23696714244215,134.21484406515955,141.961453889031,130.45314547785952
115,157.21350338722542,227.24671707899807,156.54464797052304,175.02031890641862,153.75587254790435,134.2148440864492,141.9614538979178,130.45314548654844
116,157.75360936986527,228.31575496447243,157.00799036360914,175.7547035938868,154.2655615869733,134.21484410370238,141.96145390503344,130.45314549350536
117,158.28463988835418,229.37309756767075,157.46105447051818,176.47747719801623,154.766172700388,134.21484411768438,141.96145391073085,130.45314549907556
118,158.80672913859243,230.41884551263269,157.9040408761232,177.18877956562315,155.25784320596375,134.21484412901538,141.96145391529276,130.4531455035354
119,159.32001002100512,231.45309927137842,158.33714758863033,177.8887505326985,155.74070926846989,134.21484413819806,141.96145391894544,130.45314550710629
120,159.82461412462362,232.475959141997,158.7605700017013,178.57752984542492,156.2149058714755,134.2148441456397,141.96145392187012,130.45314550996537
