,Sterman soil,SC_OH trf_linear  soil,SC_OH trf_linear (constrained) soil,SC_OH trf_soft_l1 (constrained) soil,SC_OH trf_huber (constrained) soil,SC_OH dogbox_huber (constrained) soil
2434,174.86418971247878,337.3586501898272,173.96207330945154,176.24393660029872,170.27774655507838,170.5025679729185
2435,174.86418977996087,337.37532803385744,173.96207428285544,176.24394427474067,170.2777588769488,170.50258033088625
2436,174.86418984696994,337.39198366369453,173.9620752506648,176.24395191247632,170.27777114311095,170.50259263298517
2437,174.86418991350934,337.4086171089269,173.9620762129118,176.24395951368123,170.2777833538167,170.5026048794679
2438,174.8641899795824,337.42522839910345,173.96207716962837,176.24396707853012,170.27779550931672,170.50261707058587
2439,174.86419004519232,337.4418175637338,173.96207812084634,176.2439746071969,170.27780760986064,170.50262920658935
2440,174.86419011034238,337.4583846322883,173.96207906659728,176.2439820998546,170.27781965569693,170.50264128772753
2441,174.86419017503582,337.47492963419796,173.96208000691263,176.24398955667547,170.27783164707293,170.50265331424845
2442,174.8641902392758,337.49145259885466,173.96208094182361,176.2439969778309,170.27784358423483,170.502665286399
2443,174.86419030306556,337.5079535556111,173.9620818713613,176.24400436349148,170.27785546742777,170.502677204425
2444,174.8641903664082,337.52443253378084,173.9620827955566,176.24401171382698,170.27786729689572,170.50268906857116
2445,174.8641904293069,337.5408895626385,173.96208371444018,176.24401902900635,170.2778790728816,170.50270087908103
2446,174.8641904917647,337.5573246714196,173.9620846280426,176.24402630919775,170.2778907956272,170.5027126361971
2447,174.86419055378477,337.57373788932085,173.96208553639417,176.24403355456852,170.27790246537322,170.50272434016074
2448,174.86419061537012,337.5901292454999,173.9620864395251,176.2440407652852,170.27791408235925,170.5027359912123
2449,174.8641906765238,337.60649876907564,173.9620873374654,176.24404794151357,170.27792564682386,170.50274758959097
2450,174.8641907372489,337.6228464891283,173.96208823024486,176.24405508341854,170.2779371590045,170.50275913553483
2451,174.86419079754833,337.63917243469916,173.96208911789319,176.2440621911643,170.27794861913753,170.502770629281
2452,174.86419085742514,337.65547663479094,173.96209000043984,176.2440692649142,170.27796002745828,170.5027820710654
2453,174.86419091688228,337.67175911836773,173.96209087791416,176.24407630483088,170.27797138420098,170.502793461123
2454,174.86419097592267,337.68801991435504,173.9620917503453,176.24408331107617,170.27798268959884,170.5028047996876
2455,174.8641910345493,337.70425905163984,173.96209261776227,176.2440902838111,170.27799394388398,170.502816086992
2456,174.86419109276497,337.72047655907056,173.96209348019383,176.24409722319592,170.2780051472875,170.50282732326795
2457,174.86419115057262,337.73667246545733,173.96209433766867,176.24410412939017,170.27801630003944,170.50283850874615
2458,174.8641912079751,337.75284679957184,173.96209519021528,176.2441110025526,170.2780274023688,170.50284964365622
2459,174.86419126497523,337.7689995901474,173.96209603786195,176.24411784284118,170.2780384545035,170.50286072822684
2460,174.86419132157584,337.7851308658792,173.9620968806369,176.24412465041314,170.27804945667054,170.5028717626855
2461,174.86419137777978,337.80124065542395,173.96209771856806,176.244131425425,170.2780604090958,170.5028827472588
2462,174.86419143358978,337.8173289874005,173.9620985516833,176.24413816803246,170.27807131200413,170.50289368217227
2463,174.86419148900862,337.8333958903894,173.96209938001033,176.24414487839053,170.27808216561945,170.50290456765038
2464,174.864191544039,337.84944139293316,173.96210020357663,176.24415155665343,170.2780929701646,170.50291540391663
2465,174.86419159868368,337.8654655235363,173.96210102240957,176.2441582029747,170.27810372586146,170.50292619119352
2466,174.86419165294535,337.8814683106653,173.96210183653636,176.24416481750706,170.27811443293083,170.50293692970254
2467,174.86419170682672,337.8974497827488,173.96210264598406,176.2441714004026,170.2781250915926,170.50294761966416
2468,174.86419176033044,337.91340996817763,173.96210345077955,176.24417795181262,170.2781357020656,170.5029582612978
2469,174.86419181345912,337.92934889530466,173.96210425094958,176.24418447188773,170.2781462645677,170.502968854822
2470,174.86419186621544,337.945266592445,173.96210504652072,176.24419096077781,170.2781567793158,170.50297940045428
