,Sterman soil,SC_OP trf_linear  soil,SC_OP trf_linear (constrained) soil,SC_OP trf_soft_l1 (constrained) soil,SC_OP trf_huber (constrained) soil,SC_OP trf_cauchy (constrained) soil
9175,172.11532562961065,397.7511930711409,188.07879549020635,190.0561096580607,194.43628587833194,198.620018813289
9176,172.11532562961065,397.7512585478046,188.07879549020635,190.05610965806073,194.43628587833211,198.62001881330113
9177,172.11532562961065,397.75132396359305,188.07879549020635,190.05610965806076,194.43628587833228,198.62001881331324
9178,172.11532562961065,397.7513893185629,188.07879549020635,190.0561096580608,194.43628587833246,198.62001881332532
9179,172.11532562961065,397.7514546127706,188.07879549020635,190.05610965806082,194.43628587833263,198.62001881333737
9180,172.11532562961065,397.75151984627274,188.07879549020635,190.05610965806085,194.4362858783328,198.6200188133494
9181,172.11532562961065,397.75158501912574,188.07879549020635,190.05610965806088,194.43628587833297,198.62001881336138
9182,172.11532562961065,397.751650131386,188.07879549020635,190.0561096580609,194.43628587833314,198.62001881337332
9183,172.11532562961065,397.75171518310975,188.07879549020635,190.05610965806093,194.4362858783333,198.62001881338523
9184,172.11532562961065,397.75178017435337,188.07879549020635,190.05610965806096,194.43628587833348,198.6200188133971
9185,172.11532562961065,397.75184510517306,188.07879549020635,190.056109658061,194.43628587833365,198.62001881340896
9186,172.11532562961065,397.75190997562504,188.07879549020635,190.05610965806102,194.43628587833382,198.62001881342078
9187,172.11532562961065,397.75197478576536,188.07879549020635,190.05610965806105,194.436285878334,198.62001881343258
9188,172.11532562961065,397.75203953565017,188.07879549020635,190.05610965806108,194.43628587833416,198.62001881344435
9189,172.11532562961065,397.7521042253354,188.07879549020635,190.0561096580611,194.43628587833433,198.62001881345608
9190,172.11532562961065,397.75216885487714,188.07879549020635,190.05610965806113,194.4362858783345,198.6200188134678
9191,172.11532562961065,397.7522334243312,188.07879549020635,190.05610965806116,194.43628587833467,198.62001881347948
9192,172.11532562961065,397.7522979337535,188.07879549020635,190.0561096580612,194.43628587833484,198.6200188134911
9193,172.11532562961065,397.7523623831998,188.07879549020635,190.05610965806122,194.436285878335,198.6200188135027
9194,172.11532562961065,397.7524267727259,188.07879549020635,190.05610965806125,194.43628587833518,198.62001881351426
9195,172.11532562961065,397.7524911023875,188.07879549020635,190.05610965806127,194.43628587833535,198.6200188135258
9196,172.11532562961065,397.7525553722403,188.07879549020635,190.0561096580613,194.43628587833553,198.6200188135373
9197,172.11532562961065,397.75261958233983,188.07879549020635,190.05610965806133,194.4362858783357,198.6200188135488
9198,172.11532562961065,397.75268373274173,188.07879549020635,190.05610965806136,194.43628587833587,198.62001881356025
9199,172.11532562961065,397.7527478235014,188.07879549020635,190.0561096580614,194.43628587833604,198.62001881357168
9200,172.11532562961065,397.7528118546744,188.07879549020635,190.05610965806142,194.4362858783362,198.62001881358307
9201,172.11532562961065,397.7528758263161,188.07879549020635,190.05610965806144,194.43628587833638,198.62001881359444
9202,172.11532562961065,397.75293973848176,188.07879549020635,190.05610965806147,194.43628587833655,198.62001881360578
9203,172.11532562961065,397.75300359122673,188.07879549020635,190.0561096580615,194.43628587833672,198.6200188136171
9204,172.11532562961065,397.7530673846063,188.07879549020635,190.05610965806153,194.4362858783369,198.62001881362838
9205,172.11532562961065,397.75313111867564,188.07879549020635,190.05610965806156,194.43628587833706,198.62001881363963
