,Sterman soil,NE_OH trf_linear  soil,NE_OH trf_linear (constrained) soil,NE_OH trf_soft_l1 (constrained) soil,NE_OH trf_huber  soil,NE_OH trf_huber (constrained) soil
29,78.64500752245621,84.67682298916512,79.40145359349246,81.74452318689575,89.95335811214937,81.98632995155319
30,78.15019769117869,84.2511338189214,78.91925052062471,81.27476358770365,89.59440010239238,81.5173048812918
31,77.68283946043297,83.84601287863579,78.46359569822705,80.82828704928876,89.25014777590302,81.07129470144756
32,77.24234514302273,83.46106372360745,78.03390075120416,80.40461669824147,88.92036169460144,80.6478363436495
33,76.82813674726809,83.09589615105926,77.62958782137389,80.00328410876652,88.60480610769493,80.24647445175893
34,76.43964579660577,82.75012610763582,77.25008939930008,79.62382912927607,88.30324886710866,79.86676124576582
35,76.07631315827143,82.42337559843719,76.89484815853592,79.26579971536064,88.01546134704346,79.50825638972528
36,75.73758888008528,82.11527259754307,76.5633167922549,78.92875176866417,87.74121836731223,79.17052686346611
37,75.42293203449225,81.82545095998582,76.25495785224503,78.6122489812411,87.48029812014641,78.85314683783125
38,75.13181056911766,81.5535503351328,75.96924359024167,78.31586268501852,87.23248210019716,78.55569755323492
39,74.86370116319294,81.29921608144174,75.7056558015737,78.03917170602556,86.99755503748518,78.27776720134237
40,74.61808908928627,81.06209918255452,75.46368567109685,77.78176222308602,86.77530483307913,78.01895080969665
41,74.39446807984179,80.84185616469712,75.24283362138848,77.54322763070049,86.5655224973042,77.77885012913366
42,74.19234019808997,80.63814901535522,75.04260916317688,77.32316840586984,86.36800209030261,77.55707352384084
43,74.01121571294365,80.45064510319644,74.86253074797871,77.12119197863528,86.18254066478455,77.35323586392765
44,73.85061297753798,80.27901709921164,74.70212562291765,76.93691260613048,86.00893821082359,77.16695842038756
45,73.71005831111152,80.1229428990495,74.56092968769734,76.76995124995905,85.84699760256373,76.99786876234117
46,73.5890858839596,79.98210554651908,74.43848735370175,76.61993545672695,85.69652454671774,76.84560065645908
47,73.48723760522027,79.85619315823678,74.33435140519599,76.48649924157324,85.55732753274624,76.70979396847112
48,73.40406301327923,79.7448988493949,74.24808286260077,76.3692829745558,85.42921778461732,76.59009456667582
49,73.33911916860276,79.64792066062995,74.1792508478136,76.26793326975955,85.31200921405431,76.48615422737049
50,73.29197054882806,79.56496148596958,74.12743245155019,76.18210287700516,85.20551837518738,76.39763054212793
51,73.26218894595745,79.49572900183819,74.09221260267925,76.11145057604537,85.10956442053107,76.3241868268512
52,73.2493533655195,79.43993559710154,74.07318393952457,76.0556410731443,85.02396905821642,76.26549203254265
53,73.25304992757316,79.39729830413175,74.06994668310789,76.01434489994263,84.94855651041155,76.22122065772739
54,73.27287176944392,79.36753873087443,74.0821085123067,75.98723831451825,84.88315347286974,76.19105266247571
55,73.3084189500919,79.35038299390047,74.1092844409009,75.97400320455823,84.82758907554863,76.1746733839725
56,73.35929835602136,79.34556165242546,74.1510966964829,75.9743269925633,84.78169484424818,76.17177345358428
57,73.42512360865011,79.35280964328032,74.20717460120551,75.9879025430115,84.74530466321876,76.18204871537843
58,73.50551497306535,79.37186621681704,74.27715445434266,76.01442807141177,84.7182547386944,76.20520014605111
59,73.60009926809866,79.40247487373418,74.36067941663777,76.0536070551832,84.70038356330885,76.24093377622324
60,73.70850977766045,79.44438330280678,74.45739939641507,76.10514814629865,84.69153188135567,76.28896061306607
61,73.83038616327846,79.49734331950633,74.56697093742976,76.16876508563578,84.69154265485535,76.34899656421986
62,73.96537437779111,79.56111080549606,74.68905710843217,76.24417661898153,84.70026103039548,76.42076236297149
63,74.11312658015045,79.635445648988,74.8233273944225,76.33110641463878,84.71753430671187,76.50398349465804
64,74.27330105129371,79.72011168594801,74.96945758957229,76.4292829825873,84.74321190298072,76.59839012426552
65,74.44556211104634,79.81487664213553,75.12712969178891,76.5384395951531,84.77714532779349,76.70371702519316
66,74.62958003602255,79.91951207596509,75.29603179890047,76.65831420914297,84.81918814878819,76.81970350915519
67,74.82503097849252,80.03379332217696,75.4758580064376,76.7886493894032,84.86919596291212,76.94609335719342
68,75.0315968861884,80.1574994363046,75.66630830698995,76.92919223376312,84.92702636729278,77.08263475177485
69,75.24896542302302,80.29041313992661,75.86708849111477,77.07969429932662,84.99253893069466,77.22908020995004
70,75.4768298906985,80.43232076669159,76.07791004977568,77.23991153007594,85.06559516554124,77.38518651754879
71,75.71488915118283,80.58301220910413,76.29849007828952,77.409604185754,85.14605850048257,77.55071466439071
72,75.9628475500354,80.7422808660607,76.52855118175994,77.588536771993,85.2337942534896,77.72542978048921
73,76.22041484056336,80.9099235911242,76.76782138197638,77.77647797165834,85.3286696054581,77.9091010732283
74,76.48730610879238,81.08574064152637,77.01603402575729,77.97320057737831,85.43055357430491,78.10150176549226
75,76.76324169923724,81.2695356278873,77.27292769471693,78.17848142523135,85.53931698954122,78.30240903472924
76,77.04794714145798,81.4611154646415,77.53824611643518,78.39210132956353,85.65483246730778,78.5116039529303
77,77.34115307738938,81.66029032116055,77.81173807701012,78.61384501891023,85.7769743858575,78.72887142750626
78,77.64259518943194,81.8668735735617,78.09315733497347,78.84350107299706,85.90561886147226,78.95400014304523
79,77.95201412929381,82.08068175719312,78.38226253654891,79.08086186079585,86.0406437248009,79.18678250393427
80,78.26915544757362,82.30153451978542,78.6788171322341,79.32572347961249,86.18192849760608,79.42701457782931
81,78.59376952407528,82.52925457526061,78.98258929468699,79.5778856951843,86.32935436990832,79.6744960399579
82,78.92561149884614,82.76366765818841,79.29335183789745,79.8371518827654,86.48280417751623,79.92903011823978
83,79.26444120393079,83.00460247888121,79.6108821376256,80.10332896917923,86.64216237993207,80.19042353921088
84,79.61002309583317,83.25189067911825,79.93496205308817,80.37622737581835,86.80731503862255,80.45848647473666
85,79.96212618868019,83.50536678849039,80.26537784987495,80.65566096257177,86.97814979564522,80.73303248950118
86,80.32052398808044,83.7648681813565,80.60192012407697,80.94144697266142,87.15455585262106,81.01387848925883
87,80.68499442567226,84.03023503440296,80.944383727609,81.23340597836928,87.33642395004436,81.30084466983563
88,81.05531979435537,84.30131028479774,81.29256769470858,81.53136182763788,87.5236463469215,81.59375446686782
89,81.43128668420078,84.57793958893076,81.64627516959453,81.835141591527,87.71611680073013,81.89243450626559
90,81.81268591903424,84.85997128173236,82.00531333526769,82.14457551250996,87.91373054769142,82.1967145553899
91,82.19931249368814,85.14725633656164,82.36949334343726,82.4594969535937,88.11638428334723,82.50642747493133
92,82.59096551191767,85.43964832565696,82.738630245556,82.77974234824697,88.32397614343553,82.82140917147923
93,82.98744812497677,85.73700338114065,83.11254292494797,83.10515115112148,88.53640568505672,83.14149855077063
94,83.38856747084961,86.03918015657015,83.4910540300128,83.43556578955148,88.75357386812432,83.46653747160809
95,83.79413461413402,86.34603978902824,83.8739899084903,83.7708316158174,88.97538303709364,83.79637070043597
96,84.2039644865725,86.65744586174463,84.26118054277002,84.1107968601597,89.20173690296212,84.1308458665653
97,84.61787582822744,86.97326436724184,84.65245948622999,84.45531258452935,89.43254052553544,84.46981341803684
98,85.03569112929678,87.29336367099779,85.04766380058962,84.80423263706199,89.66770029595352,84.81312657811314
99,85.45723657256653,87.61761447561837,85.44663399426146,85.15741360726267,89.90712391947109,85.16064130238965
100,85.88234197649669,87.94588978551262,85.84921396168723,85.51471478188898,90.15072039848722,85.51221623651595
101,86.3108407389371,88.27806487206388,86.25525092364309,85.87599810152021,90.39840001581882,85.8677126745178
102,86.74256978146991,88.61401723928981,86.6645953685002,86.24112811780061,90.65007431821293,86.22699451771123
103,87.17736949437517,88.95362658998488,87.0771009944259,86.60997195134547,90.9056561000931,86.58992823419996
104,87.61508368221635,89.29677479233848,87.49262465251164,86.98239925029837,91.16505938753522,86.9563828189475
105,88.05555951004244,89.64334584702226,87.91102629081382,87.35828214952878,91.4281994224681,87.32622975441578
106,88.49864745020321,89.9932258547402,88.33216889929389,87.73749523045909,91.6949926470945,87.69934297176195
107,88.94420122977454,90.34630298423511,88.75591845564406,88.11991548151072,91.96535668852846,88.07559881258538
108,89.3920777785903,90.70246744074537,89.18214387198569,88.50542225915872,92.23921034364471,88.454875991217
109,89.84213717787767,91.06161143490569,89.61071694242688,88.89389724958511,92.51647356413618,88.83705555754311
110,90.29424260949241,91.42362915208581,90.04151229146666,89.28522443092089,92.79706744177572,89.22202086035638
111,90.74826030575086,91.78841672216133,90.47440732323287,89.67929003606719,93.0809141938785,89.60965751122617
112,91.20405949985519,92.1558721897105,90.90928217154121,90.07598251608601,93.36793714896098,89.99985334888127
113,91.66151237690872,92.52589548463143,91.34601965076315,90.47519250415161,93.65806073259348,90.39249840409757
114,92.12049402551764,92.89838839317393,91.78450520749048,90.87681278005303,93.95121045344247,90.78748486508368
115,92.58088238997598,93.27325452938011,92.22462687298446,91.28073823523947,94.24731288949944,91.1847070433578
116,93.04255822303008,93.65039930692856,92.66627521639762,91.68686583839933,94.54629567449308,91.58406134010853
117,93.50540503921923,94.02972991137626,93.1093432987568,92.09509460156478,94.84808748448154,91.9854462130334
118,93.969309068789,94.41115527279314,93.55372662769555,92.50532554673333,95.15261802462184,92.38876214364826
119,94.43415921217355,94.79458603878354,93.9993231129248,92.91746167299839,95.45981801611329,92.79391160506118
120,94.89984699504339,95.17993454788979,94.44603302243053,93.33140792418061,95.76961918331199,93.20079903020435
121,95.36626652391492,95.56711480337232,94.89375893938733,93.74707115695246,96.08195424101382,93.60933078051772
122,95.83331444231823,95.95604244736144,95.34240571977702,94.16436010944795,96.39675688190282,94.01941511507849
123,96.30088988751922,96.34663473537556,95.79188045070171,94.5831853703504,96.71396176416246,94.43096216016987
124,96.76889444779246,96.73881051120098,96.24209240938048,95.00345934845042,97.03350449924717,94.84388387928358
125,97.23723212024099,97.13249018212838,96.69295302281954,95.42509624266707,97.35532163981145,95.25809404354999
126,97.70580926915916,97.52759569454098,97.1443758281454,95.84801201252505,97.67935066779422,95.67350820259006
127,98.17453458493485,97.92405050984982,97.59627643359103,96.27212434908087,98.00552998265579,96.09004365578353
128,98.6433190434869,98.32177958077129,98.04857248012492,96.69735264629101,98.33379888976516,96.5076194239476
129,99.11207586623418,98.72070932794234,98.50118360371336,97.12361797281554,98.66409758893542,96.92615622142064
130,99.58072048059206,99.12076761686872,98.95403139820614,97.55084304425037,98.99636716310471,97.34557642854541
131,100.0491704809925,99.52188373520181,99.40703937883612,97.97895219578169,99.33054956716076,97.76580406454642
132,100.51734559042356,99.92398837033952,99.86013294632323,98.40787135525616,99.66658761690675,98.18676476079618
133,100.98516762248452,100.32701358734685,100.31323935157377,98.83752801666064,100.00442497816631,98.60838573446513
134,101.45256044395241,100.7308928071919,100.76628766096563,99.26785121400513,100.34400615602564,99.03059576254991
135,101.91944993785573,101.13556078529274,101.2192087222106,99.69877149560294,100.6852764842108,99.45332515627521
136,102.38576396705159,101.54095359037129,101.67193513078479,100.13022089874208,101.02818211459794,99.87650573586393
137,102.85143233830173,101.94700858360983,102.12440119691844,100.56213292474203,101.37267000685478,100.30007080567079
138,103.31638676684358,102.35366439810606,102.57654291313645,100.99444251439007,101.71868791821126,100.72395512967465
139,103.78056084145187,102.76086091862263,103.02829792234121,101.42708602375146,102.0661843933576,101.14809490732456
140,104.2438899899869,103.1685392616271,103.4796054864292,101.86000120034795,102.41510875446787,101.57242774973491
141,104.70631144542489,103.5766417556187,103.93040645543327,102.29312715969914,102.76541109134727,101.99689265622504
142,105.1677642123665,103.9851119217374,104.38064323718237,102.72640436222117,103.11704225170155,102.42142999119862
143,105.628189034019,104.39389445465208,104.83025976747061,103.15977459047754,103.46995383152641,102.8459814613583
144,106.08752835964786,104.80293520372354,105.27920148072802,103.59318092677675,103.82409816561577,103.27049009325125
145,106.54572631249363,105.21218115443882,105.72741528118493,104.0265677311117,104.17942831818682,103.69490021114099
146,107.00272865814951,105.62158041011318,106.1748495145224,104.4598806194357,104.53589807362043,104.11915741520127
147,107.45848277339563,106.03108217385588,106.62145394000125,104.8930664422701,104.89346192731513,104.54320856002775
148,107.91293761548536,106.44063673079643,107.06717970306204,105.32607326363878,105.2520750766535,104.96700173346309
149,108.36604369187958,106.85019543056755,107.5119793083888,105.75885034032449,105.61169341207889,105.39048623573136
150,108.81775303042446,107.2597106700415,107.95580659342922,106.19134810144236,105.97227350828149,105.81361255887764
151,109.26801914996835,107.66913587631619,108.39861670236411,106.62351812832601,106.33377261549187,106.23633236650872
152,109.71679703141355,108.07842548994779,108.84036606051924,107.05531313472143,106.69614865088082,106.65859847383089
153,110.16404308919844,108.48753494842637,109.28101234921255,107.48668694728434,107.05936019006387,107.08036482798076
154,110.60971514320583,108.89642066989136,109.72051448102982,107.9175944863764,107.42336645870927,107.50158648864537
155,111.05377239109285,109.30504003708337,110.15883257552233,108.34799174715597,107.78812732424782,107.92221960896757
156,111.49617538103838,109.71335138152952,110.59592793531958,108.77783578095902,108.15360328768357,108.34222141673287
157,111.9368859849034,110.12131396795854,111.03176302265084,109.20708467696602,108.51975547550354,108.76155019583413
158,112.37586737179993,110.52888797894306,111.46630143626882,109.63569754415053,108.88654563168573,109.18016526801017
159,112.81308398206443,110.93603449976555,111.89950788876936,110.06363449350545,109.25393610980369,109.59802697485475
160,113.248501501631,111.34271550350515,112.33134818430077,110.49085662054273,109.62188986522665,110.01509666009234
161,113.6820868368003,111.74889383634216,112.76178919665668,110.91732598806271,109.99037044741385,110.43133665211694
162,114.11380808939961,112.1545332030774,113.19079884774642,111.34300560918902,110.3593419923019,110.84671024679058
163,114.54363453233003,112.55959815286329,113.61834608643687,111.76785943066511,110.72876921478397,111.26118169049795
164,114.97153658549621,112.96405406514386,114.04440086775993,112.1918523164088,111.09861740127957,111.67471616345365
165,115.39748579211441,113.36786713580094,114.46893413247987,112.61495003132077,111.4688524023939,112.08727976325885
166,115.82145479539471,113.77100436350348,114.89191778701476,113.03711922534364,111.83944062566555,112.49883948870375
167,116.24341731559295,114.17343353625738,115.31332468370645,113.45832741776758,112.21034902840125,112.90936322381279
168,116.66334812742811,114.57512321815291,115.7331286014335,113.87854298177918,112.58154511059698,113.31881972212908
169,117.08122303786108,114.97604273630729,116.15130422656165,114.29773512924986,112.95299690794391,113.72717859123506
170,117.49701886423045,115.37616216799941,116.56782713422636,114.71587389576034,113.32467298491851,114.13441027750606
171,117.91071341274106,115.77545232799432,116.98267376994231,115.13293012585774,113.69654242795534,114.54048605109367
172,118.32228545730118,116.17388475605469,117.39582143153444,115.54887545854199,114.06857483870184,114.94537799113567
173,118.73171471870424,116.57143170463685,117.80724825138552,115.96368231297794,114.440740327354,115.34905897118976
174,119.1389818441507,116.96806612676869,118.21693317899518,116.37732387443027,114.81300950607186,115.75150264488776
175,119.54406838710626,117.36376166410702,118.62485596384536,116.7897740804176,115.18535348247373,116.15268343180739
176,119.94695678749186,117.75849263517188,119.03099713856729,117.20100760708277,115.55774385320846,116.55257650355867
177,120.34763035220179,118.15223402375543,119.43533800240519,117.61099985577609,115.93015269760464,116.95115777008218
178,120.74607323594566,118.5449614675029,119.83786060497195,118.01972693984847,116.30255257139557,117.34840386615593
179,121.14227042241006,118.93665124666326,120.238547730292,118.42716567165134,116.67491650051947,117.74429213810848
180,121.53620770573608,119.32728027300737,120.63738288112683,118.83329354974033,117.0472179749938,118.13880063073496
181,121.92787167230858,119.71682607891115,121.0343502635786,119.23808874627979,117.41943094286263,118.53190807441379
182,122.31724968285332,120.10526680660153,121.42943477196737,119.64153009464516,117.79152980421655,118.92359387242084
183,122.70432985483772,120.49258119756306,121.82262197397735,120.04359707722031,118.16348940528384,119.31383808843866
184,123.08910104517183,120.87874858210266,122.21389809606825,120.444269813387,118.53528503259233,119.70262143425805
185,123.47155283320502,121.26374886907071,122.60325000914689,120.84352904770365,118.90689240720093,120.0899252576692
186,123.85167550401503,121.64756253573599,122.99066521449535,121.24135613827076,119.27828767900009,120.47573153053993
187,124.22946003198507,122.03017061781243,123.37613182995116,121.63773304527992,119.64944742108021,120.86002283707849
188,124.60489806466565,122.41155469963574,123.75963857633563,122.0326423197442,120.02034862416738,121.24278236227816
189,124.97798190691677,122.79169690448745,124.14117476412622,122.42606709240687,120.39096869112552,121.62399388054143
190,125.34870450532729,123.1705798850648,124.52073028036892,122.81799106282601,120.76128543152407,122.00364174448106
191,125.71705943290728,123.54818681409402,124.89829557582696,123.20839848863243,121.13127705627056,122.38171087389574
192,126.08304087404989,123.92450137508533,125.27386165236165,123.59727417495827,121.50092217230733,122.75818674491785
193,126.446643609759,124.29950775322736,125.64742005054187,123.98460346403397,121.87019977737135,123.13305537933086
194,126.80786300313898,124.6731906264195,126.01896283747834,124.37037222495087,122.23908925481683,123.50630333405425
195,127.16669498514301,125.0455351564397,126.38848259487898,124.75456684358728,122.60757036849938,123.8779176907934
196,127.52313604057633,125.41652698024635,126.75597240732178,125.13717421269538,122.97562325772144,124.24788604585224
197,127.87718319435075,125.78615220141204,127.12142585074162,125.5181817221468,123.3432284322379,124.61619650010645
198,128.22883399798712,126.15439738168745,127.48483698112754,125.89757724933439,123.71036676732145,124.98283764913491
199,128.57808651636216,126.52124953269363,127.84620032342687,126.27534914972796,124.07701949888678,125.34779857350709
200,128.9249393146961,126.88669610774076,128.20551086065308,126.65148624758174,124.4431682186731,125.71106882922456
201,129.26939144577784,127.2507249937717,128.56276402319367,127.02597782679126,124.808794869484,126.07263843831399
202,129.6114424374241,127.61332450342844,128.91795567831517,127.39881362189747,125.17388174048445,126.43249787956987
203,129.95109228016935,127.97448336724007,129.2710821198616,127.76998380923602,125.53841146255373,126.7906380794447
204,130.28834141518308,128.33419072593003,129.62214005814357,128.13947899822946,125.90236700369408,127.14705040308459
205,130.62319072241098,128.69243612284163,129.97112661001455,128.50729022282013,126.26573166449413,127.50172664550831
206,130.95564150893708,129.04920949647948,130.3180392891314,128.87340893304216,126.62848907364655,127.8546590229276
207,131.28569549756338,129.4045011731657,130.66287599639617,129.2378269867298,126.9906231835194,128.205840164207
208,131.6133548156038,129.75830185980925,131.00563501057582,129.6005366413607,127.35211826578036,128.55526310246094
209,131.93862198388916,130.11060263678644,131.34631497909731,129.96153054603175,127.71295890707336,128.90292126678642
210,132.26149990598043,130.4613949509314,131.68491490901496,130.32080173356573,128.07313000474693,129.24880847412908
211,132.58199185758662,130.81067060863504,132.02143415814703,130.67834361274677,128.4326167626337,129.5929189212811
212,132.90010147618474,131.15842176905036,132.35587242637914,131.03414996068258,128.7914046868805,129.93524717700873
213,133.21583275083836,131.5046409374035,132.68822974713123,131.38821491529197,129.1494795818283,130.27578817430788
214,133.52919001221198,131.84932095840819,133.01850647898578,131.74053296791516,129.5068275459416,130.61453720278573
215,133.84017792277828,132.1924550097828,133.3467032974743,132.09109895604567,129.86343496778665,130.95148990116672
216,134.14880146721512,132.53403659586803,133.67282118701948,132.43990805618174,130.2192885220578,131.28664224992102
217,134.45506594298948,132.87405954134425,133.99686143303057,132.7869557767953,130.5743751656517,131.61999056401388
218,134.75897695112545,133.2125179850467,134.31882561414915,133.1322379514172,130.92868213378839,131.9515314857739
219,135.06054038715342,133.54940637387742,134.6387155946429,133.47575073183643,131.28219693617916,132.2812619778788
220,135.35976243223772,133.88471945681243,134.95653351694492,133.8174905814122,131.63490735324035,132.60917931645685
221,135.65664954447965,134.21845227900286,135.27228179433618,134.15745426849668,131.98680143235276,132.93528108430206
222,135.95120845039355,134.55060017596867,135.58596310376834,134.49563885996702,132.33786748416586,133.25956516420214
223,136.24344613655288,134.88115876788345,135.897580378825,134.8320417148651,132.68809407894665,133.58202973237678
224,136.53336984140373,135.21012395394956,136.20713680281892,135.16666047814314,133.0374700429723,133.90267325202544
225,136.8209870472431,135.53749190686165,136.5146358020226,135.49949307451368,133.3859844549664,134.22149446698234
226,137.1063054723594,135.86325906735766,136.8200810390305,135.83053770240258,133.733626642578,134.5384923954778
227,137.38933306333226,136.1874221388561,137.12347640625006,136.15979282800316,134.08038617890315,134.85366632400377
228,137.6700779874896,136.5099780821782,137.42482601951983,136.4872571794302,134.42625287904852,135.16701580128247
229,137.9485486255189,136.8309241103538,137.72413421185232,136.8129297409722,134.77121679673618,135.4785406323364
230,138.22475356423058,137.15025768350975,138.0214055272994,137.13680974744045,135.11526822094973,135.78824087265832
231,138.49870158947078,137.46797650383982,138.31664471493826,137.45889667861343,135.4583976726207,136.09611682247976
232,138.77040167918116,137.7840785106545,138.60985672297576,137.77919025377517,135.80059590135505,136.4021690211366
233,139.03986299660335,138.09856187551011,138.90104669296935,138.09769042634608,136.14185388219957,136.70639824153025
234,139.30709488362552,138.41142499741582,139.19021995416227,138.41439737860486,136.4821628124469,137.00880548468322
235,139.57210685426915,138.72266649811715,139.47738201793138,138.72931151650025,136.82151410847953,137.3093919743873
236,139.8349085883129,139.03228521745552,139.76253857234522,139.042433464551,137.15989940265223,137.60815915194334
237,140.09550992505223,139.34028020880214,140.04569547683116,139.35376406083304,137.49731054021194,137.90510867099135
238,140.35392085719164,139.64665073456558,140.32685875694884,139.6633043520521,137.83373957625517,138.20024239242912
239,140.61015152486806,139.95139626177166,140.6060345992688,139.97105558870118,138.16917877272243,138.49356237941853
240,140.8642122098025,140.2545164577149,140.88322934635409,140.2770192203007,138.50362059542914,138.785070892478
241,141.11611332957844,140.55601118568032,141.15844949184327,140.58119689072095,138.83705771113256,139.0747703846599
242,141.36586543204407,140.85588050073437,141.43170167563284,140.88359043358474,139.1694829846345,139.36266349681156
243,141.61347918983722,141.15412464558466,141.7029926791576,141.18420186774986,139.50088947591928,139.64875305291878
244,141.85896539502986,141.4507440465067,141.97232942076712,141.4830333928695,139.8312704373266,139.9330420555304
245,142.10233495389085,141.7457393093372,142.23971895119655,141.7800873850297,140.16061931075888,140.215533681263
246,142.34359888176476,142.03911121553276,142.5051684491303,142.07536639246274,140.4889297249226,140.49623127638432
247,142.5827682980645,142.33086071829305,142.76868521685702,142.36887313133514,140.81619549260347,140.77513835247424
248,142.81985442137594,142.6209889387476,143.03027667601384,142.66061048160904,141.14241060797485,141.05225858216235
249,143.05486856467263,142.90949716220504,143.289950363419,142.9505814829763,141.46756924393904,141.3275957949405
250,143.28782213063886,143.19638683446433,143.54771392699058,143.23878933086368,141.79166574950116,141.60115397304986
251,143.51872660709856,143.48165955818655,143.8035751217505,143.5252373725082,142.11469464717533,141.8729372474409
252,143.7475935625489,143.7653170893267,144.05754180591168,143.8099291031017,142.43665063042243,142.1429498938051
253,143.97443464179622,144.04736133362456,144.3096219370475,144.0928681620035,142.7575285611195,142.4111963286779
254,144.19926156169282,144.32779434315393,144.5598235683414,144.37405832902,143.07732346706007,142.67768110561107
255,144.42208610697256,144.60661831292865,144.80815484491586,144.6535035207502,143.39603053948534,142.942408911414
256,144.64292012618367,144.8838355775659,145.05462400023916,144.93120778699648,143.71364513064577,143.20538456246254
257,144.86177552771701,145.15944860800448,145.29923935260805,145.20717530723888,144.03016275139254,143.46661300107468
258,145.07866427592793,145.4334600082784,145.54200930170592,145.48141038717273,144.34557906879877,143.72609929195158
259,145.29359838735024,145.7058725123441,145.7829423252342,145.7539174553081,144.65988990381024,143.98384861868354
260,145.50658992700056,145.97668898096146,146.02204697561618,146.0247010596304,144.9730912289248,144.2398662803193
261,145.71765100477128,146.2459123986268,146.25933187677208,146.29376586432076,145.28517916590081,144.49415768799818
262,145.92679377191067,146.51354587055786,146.49480572096357,146.5611166465362,145.59614998349366,144.74672836164396
263,146.13403041758855,146.77959261972953,146.72847726570694,146.82675829324722,145.9060000952205,144.99758392671933
264,146.33937316554577,147.04405598395988,146.96035533075357,147.0906957981334,146.21472605715255,145.2467301110403
265,146.54283427082618,147.30693941304568,147.1904487951365,147.35293425853504,146.5223245657349,145.49417274164955
266,146.74442601658947,147.56824646594652,147.4187665942817,147.6134788724606,146.8287924556333,145.73991774174752
267,146.9441607110033,147.82798080801683,147.64531771718333,147.87233493564852,147.13412669760777,145.98397112768086
268,147.14205068421344,148.08614620828556,147.87011120364127,148.1295078386832,147.43832439641264,146.22633900598692
269,147.33810828539023,148.34274653678187,148.09315614156034,148.38500306416378,147.74138278872277,146.46702757049357
270,147.5323458798501,148.5977857619073,148.31446166430956,148.63882618392512,148.0432992410857,146.70604309947362
271,147.7247758462508,148.85126794785268,148.53403694814094,148.89098285631007,148.34407124789908,146.94339195285266
272,147.9154105738585,149.10319725205983,148.75189120966618,149.1414788234924,148.64369642941372,147.17908056946985
273,148.10426245988626,149.353577922727,148.96803370339052,149.3903199088493,148.94217252976148,147.4131154643905
274,148.29134390690137,149.6024142963576,149.1824737193026,149.63751201438288,149.23949741500772,147.64550322626997
275,148.4766673203015,149.84971079535148,149.39522058051944,149.88306111818991,149.5356690712284,147.87625051476778
