,Sterman soil,NE_OP trf_linear  soil,NE_OP trf_linear (constrained) soil,NE_OP trf_soft_l1  soil,NE_OP trf_soft_l1 (constrained) soil,NE_OP trf_huber  soil,NE_OP trf_huber (constrained) soil,NE_OP dogbox_huber (constrained) soil
115,127.15559629152884,129.57620102296215,126.09988938635493,132.79756754996052,125.30352275497468,132.89256854214383,125.35464371944047,125.00157227592918
116,127.67587405901003,129.9843017686429,126.58438006176327,133.13845215155382,125.74587220322334,133.22941034281075,125.80061507466633,125.4370202710687
117,128.19584520649929,130.393522209809,127.06912120766516,133.48077224738205,126.18917514635774,133.56769452758806,126.24759122976597,125.87338488085015
118,128.71539908039676,130.80378175851752,127.55400873251774,133.8244705766332,126.6333345814241,133.90736521967852,126.69547360344455,126.31056990713105
119,129.23442843661005,131.2150015916064,128.0389413955063,134.1694909007627,127.07825578751435,134.24836752817143,127.1441658928094,126.74848145385725
120,129.75282937404262,131.62710462585864,128.52382075644059,134.51577799234516,127.52384629199162,134.59064753730684,127.59357404146748,127.18702789228853
121,130.2705012684762,132.04001549312412,129.00855112588584,134.8632776238262,127.9700158367055,134.93415229565124,128.0436062075273,127.62611982621216
122,130.78734670689272,132.45366051542032,129.49303951555993,135.21193655618592,128.4166763442229,135.27882980519522,128.49417273153264,128.0656700571726
123,131.30327142227875,132.86796768003086,129.977195589025,135.56170252752378,128.86374188409957,135.6246290103818,128.9451861043546,128.50559354974442
124,131.81818422895196,133.28286661462147,130.46093161270142,135.9125242415758,129.31112863921533,135.97149978707583,129.39656093506684,128.94580739687362
125,132.3319969584463,133.69828856239096,130.94416240722907,136.26435135617317,129.75875487219585,136.31939293148264,129.84821391882855,129.38623078531197
