,Sterman soil,SE_SLP trf_linear  soil,SE_SLP trf_linear (constrained) soil,SE_SLP trf_huber (constrained) soil,SE_SLP dogbox_linear (constrained) soil
64,96.56144534885982,98.61378060587684,97.08519349791504,97.02726809278036,97.08518671825375
65,96.61729850593082,98.64598787711328,97.1311233049402,97.05712238980456,97.1311166399851
66,96.67266400893001,98.67799696109175,97.1766867076237,97.08676093337468,97.17668015671305
67,96.72754562799521,98.70980883260286,97.22188632493076,97.1161850102565,97.22187988737745
68,96.78194720179837,98.74142451221365,97.26672481989998,97.14539595602167,97.26671849499719
69,96.8358726166914,98.77284505534496,97.31120488591024,97.17439514271173,97.31119867293613
70,96.88932579007079,98.80407154360094,97.35532923580968,97.20318396905974,97.3553231340311
71,96.94231065712015,98.8351050778885,97.39910059331731,97.23176385274253,97.39909460199299
72,96.99483116025678,98.8659467729588,97.44252168623018,97.26013622424526,97.44251580461322
73,97.04689124074304,98.89659775307886,97.48559524106399,97.28830252200596,97.48558946840393
74,97.0984948320304,98.92705914860129,97.52832397883232,97.31626418857644,97.52831831437679
75,97.14964585449053,98.9573320932474,97.57071061172984,97.34402266758995,97.57070505472598
76,97.20034821125638,98.98741772195743,97.6127578405334,97.37157940136939,97.6127523902289
77,97.25060578495149,99.0173171691912,97.65446835257306,97.39893582904402,97.65446300821709
78,97.30042243513,99.04703156758671,97.69584482015537,97.42609338506973,97.69583958099929
79,97.3498019962853,99.0765620469031,97.73688989934588,97.45305349806965,97.7368847646438
80,97.39874827631324,99.10590973318958,97.77760622903655,97.47981758992907,97.7776011980458
81,97.4472650553392,99.13507574813372,97.8179964302391,97.5063870750921,97.81799150222064
82,97.49535608483548,99.16406120855247,97.85806310555789,97.53276336001846,97.8580582797765
83,97.54302508697108,99.19286722599628,97.89780883880461,97.55894784276717,97.89780411452924
84,97.59027575414692,99.2214949064432,97.9372361947259,97.58494191268106,97.93723157122979
85,97.63711174867893,99.2499453500644,97.97634771882001,97.6107469501512,97.97634319538082
86,97.68353670259926,99.27821965104633,98.01514593722405,97.63636432644446,98.01514151312401
87,97.72955421755134,99.30631889745798,98.05363335665712,97.66179540358146,98.05362903118308
88,97.77516786475992,99.33424417115373,98.09181246440744,97.68704153425408,98.09180823685092
89,97.82038118506041,99.36199654770454,98.12968572835423,97.71210406177441,98.1296815980115
90,97.86519768897533,99.38957709635167,98.16725559701696,97.73698432004873,98.16725156318904
91,97.90962085682801,99.41698687997813,98.20452449962602,97.76168363357084,98.2045205616187
92,97.9536541388857,99.4442269550942,98.24149484621023,97.7862033174311,98.24149100333405
93,97.99730095552565,99.47129837183414,98.27816902769739,97.81054467733757,98.27816527926767
94,98.04056469741926,99.49820217396169,98.314549416025,97.83470900964676,98.31454576136184
95,98.08344872573025,99.52493939888245,98.35063836425881,97.85869760140179,98.35063480268705
96,98.12595637232342,99.55151107766187,98.3864382067173,97.88251173037654,98.38643473756652
97,98.1680909399817,99.57791823504735,98.42195125910067,97.90615266512428,98.42194788170514
98,98.20985570262927,99.60416188949392,98.45717981862315,97.92962166502983,98.45717653232184
99,98.25125390555908,99.63024305319234,98.49212616414772,97.95291998036433,98.49212296828426
100,98.29228876566354,99.65616273209936,98.52679255632248,97.97604885234223,98.52678945024518
101,98.33296347166731,99.68192192596953,98.56118123771815,97.99900951317963,98.5611782207799
102,98.37328118436126,99.70752162838819,98.59529443296618,98.02180318615379,98.59529150452448
103,98.41324503683713,99.73296282680536,98.62913434889717,98.0444310856635,98.62913150831406
104,98.45285813472212,99.75824650257033,98.66270317467914,98.06689441728984,98.6627004213212
105,98.49212355641318,99.78337363096672,98.6960030819558,98.08919437785741,98.6960004151941
106,98.53104435331055,99.80834518124789,98.72903622498416,98.11133215549557,98.72903364419426
107,98.56962355005042,99.83316211667253,98.76180474077175,98.13330892969994,98.76180224533363
108,98.60786414473627,99.85782539454043,98.79431074921311,98.15512587139355,98.79430833851119
109,98.64576910916901,99.88233596622835,98.82655635322554,98.17678414298817,98.82655402664858
110,98.68334138907557,99.90669477722578,98.85854363888406,98.19828489844514,98.8585413958252
111,98.720583904336,99.93090276717068,98.89027467555543,98.21962928333615,98.89027251541214
112,98.75749954920883,99.95496086988523,98.92175151603143,98.24081843490366,98.92174943820544
113,98.79409119255489,99.97887001341138,98.95297619666101,98.26185348212101,98.95297420055834
114,98.83036167805918,100.0026311200463,98.98395073748165,98.28273554575219,98.98394882251255
115,98.86631382445121,100.0262451063777,99.01467714234967,98.30346573841122,99.01467530792858
116,98.90195042572341,100.04971288331892,99.0451573990696,98.3240451646212,99.04515564461515
117,98.93727425134773,100.07303535614389,99.07539347952255,98.344474920873,99.07539180445751
118,98.97228804649052,100.09621342452198,99.10538733979361,98.36475609568349,99.10538574354486
119,99.00699453222553,100.11924798255251,99.13514092029827,98.38488976965346,99.13513940229677
120,99.04139640574516,100.14213991879923,99.16465614590781,98.40487701552503,99.16465470558862
121,99.0754963405698,100.16489011632446,99.1939349260738,98.4247188982388,99.19393356287594
122,99.10929698675552,100.1874994527231,99.22297915495145,98.44441647499049,99.22297786831798
123,99.14280097109985,100.2099688001565,99.2517907115222,98.46397079528724,99.25178950090017
124,99.17601089734578,100.23229902538604,99.28037145971523,98.48338290100345,99.28037032455562
125,99.2089293463841,100.25449098980647,99.30872324852791,98.50265382643634,99.30872218828563
126,99.24155887645384,100.27654554947922,99.33684791214552,98.52178459836095,99.33684692627935
127,99.27390202334108,100.29846355516536,99.3647472700598,98.5407762360849,99.36474635803238
128,99.30596130057593,100.32024585235837,99.39242312718666,98.5596297515026,99.39242228846449
129,99.33773919962788,100.3418932813168,99.41987727398296,98.57834614914925,99.41987650803632
130,99.36923819009934,100.36340667709668,99.4471114865623,98.59692642625431,99.44711079286529
131,99.4004607199176,100.38478686958364,99.47412752680995,98.61537157279457,99.47412690484039
132,99.43140921552502,100.406034683525,99.5009271424968,98.633682571547,99.50092659173626
133,99.46208608206757,100.42715093856155,99.52751206739241,98.65186039814101,99.52751158732615
134,99.4924937035818,100.44813644925921,99.55388402137717,98.6699060211105,99.55388361149414
135,99.52263444318,100.46899202514034,99.58004471055365,98.68782040194542,99.58004437034646
136,99.55251064323392,100.48971847071508,99.60599582735684,98.70560449514299,99.6059955563217
137,99.58212462555682,100.51031658551231,99.63173905066371,98.7232592482586,99.63173884830046
138,99.6114786915838,100.53078716411055,99.65727604590184,98.74078560195626,99.65727591171387
139,99.64057512255077,100.55113099616854,99.6826084651571,98.75818449005874,99.68260839865137
140,99.66941617967166,100.57134886645576,99.7077379472806,98.7754568395973,99.70773794796756
141,99.69800410431412,100.59144155488269,99.73266611799464,98.79260357086108,99.73266618538824
142,99.72634111817382,100.61140983653085,99.75739458999792,98.80962559744616,99.75739472361562
143,99.75442942344701,100.63125448168276,99.78192496306987,98.82652382630422,99.78192516243257
144,99.78227120300167,100.6509762558516,99.80625882417417,98.84329915779087,99.80625908880619
145,99.80986862054718,100.67057591981079,99.83039774756134,98.85995248571362,99.8303980769904
146,99.83722382080245,100.6900542296233,99.85434329487069,98.8764846973795,99.8543436886279
147,99.86433892966261,100.70941193667085,99.87809701523126,98.89289667364234,99.87809747285108
148,99.89121605436421,100.72864978768283,99.9016604453621,98.9091892889497,99.9016609663823
149,99.91785728364897,100.74776852476519,99.9250351096716,98.92536341138945,99.92503569363328
150,99.94426468792615,100.766768885429,99.94822252035623,98.94141990273606,99.94822316680377
151,99.97044031943342,100.78565160261893,99.97122417749827,98.95735961849645,99.97122488597931
152,99.99638621239633,100.80441740474151,99.9940415691629,98.97318340795566,99.99404233922833
153,100.02210438318644,100.82306701569327,100.0166761714945,98.98889211422201,100.01667700269839
154,100.047596830478,100.84160115488858,100.03912944881203,99.0044865742721,100.03913034071168
155,100.07286553540324,100.86002053728748,100.06140285370392,99.01996761899534,100.06140380585977
156,100.0979124617064,100.87832587342324,100.08349782712192,99.03533607323828,100.08349883909756
157,100.12273955589633,100.89651786942973,100.10541579847437,99.05059275584853,100.10541686983653
158,100.1473487473977,100.91459722706873,100.12715818571867,99.06573847971833,100.1271593160372
159,100.17174194870101,100.93256464375692,100.14872639545304,99.080774051828,100.14872758430083
160,100.19592105551119,100.95042081259285,100.17012182300745,99.09570027328881,100.17012306996048
161,100.21988794689493,100.96816642238366,100.19134585253397,99.11051793938573,100.19134715717124
162,100.2436444854267,100.98580215767161,100.21239985709624,99.12522783961977,100.21240121899977
163,100.26719251733354,101.00332869876055,100.23328519875837,99.13983075775006,100.23328661751317
164,100.29053387263846,101.0207467217421,100.25400322867297,99.15432747183564,100.25400470386704
165,100.31367036530273,101.03805689852179,100.27455528716867,99.16871875427685,100.27455681839295
166,100.3366037933668,101.05525989684492,100.29494270383674,99.18300537185652,100.29494429068511
167,100.35933593909012,101.07235638032236,100.31516679761714,99.19718808578087,100.31516843968639
168,100.38186856908952,101.08934700845616,100.33522887688387,99.21126765171995,100.33523057377367
169,100.40420343447663,101.10623243666494,100.35513023952959,99.22524481984804,100.35513199084248
170,100.42634227099386,101.12301331630923,100.37487217304955,99.23912033488354,100.37487397839094
171,100.44828679914934,101.13969029471652,100.39445595462496,99.25289493612863,100.39445781360307
172,100.47003872435067,101.15626401520632,100.41388285120556,99.26656935750873,100.41388476343143
173,100.49159973703738,101.17273511711493,100.43315411959159,99.28014432761157,100.43315608467904
174,100.51297151281233,101.18910423582008,100.45227100651513,99.293620569726,100.45227302408077
175,100.53415571257193,101.2053720027655,100.47123474872072,99.30699880188054,100.47123681838389
176,100.55515398263525,101.22153904548523,100.49004657304538,99.32027973688163,100.49004869442815
177,100.57596795487189,101.23760598762783,100.50870769649798,99.33346408235164,100.50870986922514
178,100.59659924682886,101.25357344898048,100.52721932633798,99.34655254076651,100.52722155003703
179,100.61704946185627,101.26944204549282,100.54558266015354,99.35954580949323,100.54558493445461
180,100.63732018923193,101.2852123893008,100.56379888593895,99.37244458082698,100.56380121047485
181,100.65741300428485,101.30088508875018,100.58186918217153,99.38524954202803,100.58187155657772
182,100.67732946851768,101.31646074842011,100.59979471788787,99.39796137535835,100.59979714180241
183,100.69707112972807,101.33193996914638,100.61757665275947,99.41058075811793,100.617579125823
184,100.71663952212894,101.34732334804461,100.63521613716767,99.42310836268092,100.63521865902345
185,100.7360361664677,101.36261147853332,100.65271431227823,99.43554485653142,100.65271688257205
186,100.75526257014445,101.37780495035678,100.67007231011502,99.44789090229906,100.67007492849523
187,100.77432022732916,101.39290434960775,100.6872912536333,99.4601471577943,100.68729391975077
188,100.7932106190777,101.40791025875015,100.70437225679241,99.47231427604345,100.70437497030053
189,100.81193521344704,101.42282325664146,100.72131642462777,99.48439290532355,100.72131918518242
190,100.83049546560929,101.43764391855511,100.73812485332243,99.49638368919679,100.73812766058194
191,100.84889281796475,101.45237281620261,100.75479863027792,99.50828726654493,100.75480148390308
192,100.86712870025409,101.46701051775567,100.77133883418466,99.5201042716032,100.77134173383871
193,100.88520452966938,101.48155758786804,100.7877465350917,99.53183533399424,100.7877494804403
194,100.9031217109643,101.49601458769737,100.80402279447598,99.54348107876152,100.80402578518718
195,100.92088163656327,101.51038207492682,100.82016866531099,99.5550421264027,100.82017170105522
196,100.93848568666964,101.52466060378656,100.83618519213485,99.56651909290272,100.83618827258493
197,100.955935229373,101.53885072507515,100.85207341111797,99.57791258976657,100.85207653594907
198,100.97323162075546,101.55295298618084,100.86783435013,99.58922322405188,100.86783751901962
199,100.99037620499706,101.56696793110261,100.88346902880637,99.60045159840128,100.88347224143432
200,101.00737031448026,101.58089610047122,100.89897845861427,99.6115983110745,100.89898171466265
201,101.02421526989339,101.59473803157003,100.914363642918,99.62266395598026,100.91436694207125
202,101.04091238033341,101.60849425835572,100.92962557704402,99.6336491227079,100.92962891898881
203,101.05746294340754,101.62216531147891,100.9447652483452,99.64455439655877,100.94476863277048
204,101.07386824533418,101.6357517183046,100.95978363626482,99.65538035857749,100.95978706286172
205,101.09012956104283,101.64925400293258,100.97468171239981,99.66612758558283,100.97468518086174
206,101.10624815427315,101.66267268621756,100.98946044056373,99.67679665019847,100.98946395058628
207,101.12222527767321,101.67600828578931,101.00412077684902,99.68738812088354,101.00412432812999
208,101.13806217289685,101.68926131607263,101.01866366968892,99.69790256196286,101.01866726192826
209,101.15376007070012,101.70243228830718,101.03309005991879,99.70834053365705,101.03309369281862
210,101.16932019103697,101.7155217105672,101.047400880837,99.71870259211234,101.04740455410159
211,101.18474374315406,101.72853008778114,101.06159705826529,99.72898928943023,101.06160077160104
212,101.20003192568468,101.74145792175106,101.0756795106087,99.7392011736969,101.0756832637241
213,101.215185926742,101.75430571117211,101.08964914891492,99.74933878901241,101.08965294152058
214,101.23020692401128,101.76707395165164,101.1035068769333,99.75940267551971,101.10351070874192
215,101.24509608484152,101.7797631357284,101.11725359117327,99.76939336943336,101.1172574618996
216,101.2598545663361,101.7923737528915,101.13089018096235,99.77931140306816,101.13089409032321
217,101.27448351544271,101.80490628959934,101.14441752850371,99.78915730486752,101.14442147621794
218,101.28898406904251,101.81736122929833,101.15783650893319,99.79893159943154,101.15784049472168
219,101.30335735403847,101.82973905244151,101.17114799037597,99.80863480754506,101.17115201396162
220,101.31760448744295,101.84204023650719,101.18435283400271,99.81826744620531,101.1843568951104
221,101.33172657646449,101.85426525601726,101.19745189408525,99.82783002864954,101.19745599244185
222,101.34572471859389,101.86641458255555,101.2104460180519,99.83732306438232,101.21045015338623
223,101.35960000168946,101.87848868478602,101.22333604654223,99.84674705920268,101.2233402185851
224,101.3733535040616,101.89048802847081,101.2361228134615,99.85610251523113,101.23612702194562
