,Sterman biomass,SE_SLP trf_linear  biomass,SE_SLP trf_linear (constrained) biomass,SE_SLP trf_huber (constrained) biomass,SE_SLP dogbox_linear (constrained) biomass
73,141.96118105342256,141.92357446474597,141.91099237954467,141.96665005010036,141.91100600351402
74,141.961235440231,141.9236087422535,141.91102572858549,141.96668323719697,141.91103935688946
75,141.9612789874088,141.92363598080084,141.91105221823852,141.96670958793007,141.9110658500579
76,141.96131385535628,141.92365762585146,141.91107325937284,141.9667305105516,141.91108689404197
77,141.96134177389567,141.92367482604098,141.91108997266448,141.9667471232225,141.91110360964285
78,141.96136412808676,141.923688494131,141.91110324828432,141.96676031376916,141.91111688713318
79,141.9613820269392,141.92369935544588,141.91111379330897,141.96677078713094,141.9111274336724
80,141.96139635843053,141.92370798636327,141.91112216938046,141.96677910303367,141.91113581096974
81,141.96140783355912,141.92371484490053,141.91112882261965,141.96678570590265,141.91114246520078
82,141.96141702161688,141.92372029502013,141.91113410738714,141.96679094861403,141.91114775077057
83,141.9614243784323,141.92372462594406,141.911138305157,141.9667951113533,141.9111519491892
84,141.96143026898423,141.92372806750186,141.91114163950837,141.9667984165892,141.91115528406496
85,141.96143498550884,141.9237308023271,141.91114428803346,141.9668010409631,141.9111579330138
86,141.9614387619978,141.92373297554906,141.91114639179645,141.96680312472913,141.91116003711917
87,141.96144178580658,141.9237347024944,141.91114806284676,141.96680477924977,141.911161708446
88,141.96144420694947,141.9237360748071,141.91114939018698,141.96680609294742,141.91116303600944
89,141.96144614554194,141.92373716531188,141.9111504445131,141.96680713602993,141.91116409051577
90,141.96144769775955,141.92373803187874,141.91115128198004,141.96680796424263,141.91116492812813
91,141.9614489406095,141.92373872049387,141.91115194719254,141.96680862184766,141.91116559345795
92,141.9614499357509,141.9237392677001,141.91115247558074,141.9668091439893,141.9111661219408
93,141.96145073255377,141.92373970253615,141.91115289528736,141.9668095585724,141.91116654172373
94,141.9614513705483,141.92374004807752,141.9111532286666,141.96680988775344,141.91116687516447
95,141.96145188138613,141.92374032266108,141.91115349347467,141.96681014912485,141.91116714002214
96,141.96145229041042,141.92374054085818,141.91115370381564,141.96681035665506,141.9111673504031
97,141.96145261791338,141.92374071424794,141.91115387089266,141.96681052143504,141.91116751751233
98,141.96145288014273,141.92374085203167,141.9111540036044,141.96681065227116,141.91116765025
99,141.96145309010797,141.92374096152116,141.91115410901932,141.9668107561557,141.91116775568582
100,141.9614532582257,141.92374104852672,141.91115419275195,141.96681083864055,141.9111678394353
101,141.96145339283638,141.92374111766546,141.91115425926202,141.96681090413395,141.91116790595893
102,141.96145350061823,141.92374117260638,141.91115431209198,141.96681095613602,141.91116795879978
103,141.96145358691842,141.92374121626506,141.9111543540556,141.96681099742594,141.91116800077216
104,141.9614536560184,141.9237412509583,141.9111543873879,141.96681103021032,141.91116803411157
105,141.96145371134625,141.9237412785272,141.91115441386427,141.96681105624128,141.9111680605936
106,141.9614537556469,141.92374130043476,141.91115443489483,141.96681107691003,141.91116808162874
107,141.9614537911181,141.92374131784356,141.9111544515997,141.9668110933211,141.9111680983373
108,141.96145381951962,141.9237413316774,141.91115446486864,141.96681110635154,141.9111681116092
109,141.96145384226054,141.92374134267044,141.91115447540838,141.96681111669778,141.91116812215128
110,141.96145386046902,141.92374135140602,141.91115448378022,141.96681112491277,141.91116813052506
111,141.96145387504842,141.9237413583477,141.91115449043014,141.9668111314355,141.91116813717647
112,141.96145388672207,141.9237413638639,141.91115449571225,141.96681113661458,141.91116814245981
113,141.96145389606906,141.92374136824733,141.91115449990792,141.96681114072678,141.91116814665648
114,141.96145390355315,141.9237413717306,141.91115450324062,141.9668111439919,141.91116814998998
115,141.9614539095456,141.9237413744986,141.91115450588782,141.96681114658443,141.9111681526378
116,141.9614539143437,141.9237413766982,141.91115450799052,141.9668111486429,141.911168154741
117,141.96145391818553,141.9237413784461,141.91115450966072,141.96681115027735,141.91116815641163
118,141.96145392126166,141.92374137983506,141.9111545109874,141.96681115157511,141.91116815773862
119,141.9614539237247,141.9237413809388,141.91115451204118,141.96681115260552,141.91116815879266
120,141.96145392569684,141.92374138181586,141.91115451287823,141.9668111534237,141.9111681596299
121,141.96145392727593,141.92374138251282,141.91115451354312,141.9668111540733,141.91116816029498
122,141.96145392854027,141.92374138306664,141.91115451407123,141.9668111545891,141.91116816082322
123,141.96145392955262,141.92374138350678,141.9111545144907,141.96681115499865,141.9111681612428
124,141.9614539303632,141.92374138385654,141.91115451482395,141.96681115532382,141.91116816157614
125,141.96145393101224,141.92374138413444,141.91115451508864,141.96681115558204,141.9111681618409
126,141.96145393153193,141.9237413843553,141.91115451529888,141.96681115578704,141.9111681620512
127,141.96145393194803,141.92374138453079,141.91115451546588,141.96681115594984,141.91116816221825
128,141.9614539322812,141.92374138467022,141.9111545155985,141.9668111560791,141.91116816235095
129,141.96145393254795,141.92374138478104,141.91115451570386,141.9668111561817,141.91116816245633
130,141.96145393276154,141.9237413848691,141.91115451578756,141.9668111562632,141.91116816254004
131,141.96145393293256,141.92374138493906,141.91115451585404,141.9668111563279,141.91116816260654
132,141.9614539330695,141.92374138499466,141.91115451590684,141.96681115637926,141.91116816265935
133,141.96145393317911,141.92374138503885,141.91115451594877,141.96681115642008,141.9111681627013
134,141.96145393326694,141.92374138507398,141.91115451598208,141.96681115645245,141.91116816273464
135,141.96145393333722,141.92374138510186,141.9111545160085,141.96681115647814,141.9111681627611
136,141.9614539333935,141.92374138512403,141.91115451602954,141.96681115649858,141.91116816278213
137,141.96145393343858,141.92374138514165,141.91115451604622,141.96681115651478,141.91116816279882
138,141.96145393347467,141.92374138515567,141.9111545160595,141.96681115652765,141.9111681628121
139,141.96145393350358,141.9237413851668,141.91115451607004,141.9668111565379,141.9111681628226
140,141.96145393352668,141.92374138517565,141.9111545160784,141.96681115654602,141.911168162831
141,141.96145393354522,141.92374138518267,141.91115451608502,141.96681115655244,141.91116816283764
142,141.96145393356005,141.92374138518824,141.9111545160903,141.96681115655755,141.91116816284293
143,141.9614539335719,141.92374138519267,141.9111545160945,141.96681115656162,141.91116816284713
144,141.96145393358142,141.92374138519622,141.91115451609784,141.96681115656483,141.91116816285046
145,141.96145393358904,141.923741385199,141.91115451610045,141.9668111565674,141.9111681628531
146,141.96145393359515,141.92374138520123,141.91115451610256,141.9668111565694,141.9111681628552
147,141.96145393360007,141.92374138520302,141.91115451610423,141.96681115657103,141.91116816285685
148,141.96145393360393,141.9237413852044,141.91115451610557,141.96681115657233,141.9111681628582
149,141.96145393360706,141.92374138520555,141.91115451610662,141.96681115657333,141.91116816285924
150,141.96145393360956,141.92374138520645,141.91115451610747,141.96681115657412,141.9111681628601
151,141.96145393361155,141.92374138520714,141.91115451610813,141.96681115657478,141.91116816286075
152,141.96145393361317,141.9237413852077,141.91115451610864,141.9668111565753,141.91116816286126
153,141.96145393361448,141.92374138520816,141.91115451610906,141.9668111565757,141.91116816286169
154,141.9614539336155,141.9237413852085,141.9111545161094,141.96681115657603,141.91116816286203
155,141.96145393361633,141.92374138520876,141.9111545161097,141.96681115657628,141.91116816286228
156,141.961453933617,141.92374138520896,141.9111545161099,141.9668111565765,141.91116816286248
157,141.96145393361755,141.92374138520913,141.91115451611006,141.96681115657668,141.91116816286265
158,141.961453933618,141.92374138520927,141.91115451611017,141.96681115657682,141.9111681628628
159,141.96145393361832,141.92374138520938,141.9111545161103,141.96681115657694,141.9111681628629
160,141.96145393361857,141.92374138520947,141.91115451611037,141.96681115657702,141.911168162863
161,141.9614539336188,141.92374138520952,141.91115451611046,141.96681115657708,141.91116816286305
162,141.96145393361897,141.92374138520958,141.9111545161105,141.96681115657714,141.9111681628631
163,141.9614539336191,141.92374138520964,141.91115451611057,141.96681115657717,141.91116816286316
164,141.96145393361923,141.92374138520967,141.9111545161106,141.9668111565772,141.9111681628632
165,141.9614539336193,141.9237413852097,141.91115451611063,141.96681115657722,141.91116816286322
166,141.9614539336194,141.92374138520972,141.91115451611066,141.96681115657725,141.91116816286325
167,141.96145393361945,141.92374138520975,141.91115451611068,141.96681115657728,141.91116816286328
168,141.9614539336195,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
169,141.96145393361954,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
170,141.96145393361957,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
171,141.9614539336196,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
172,141.96145393361962,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
173,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
174,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
175,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
176,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
177,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
178,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
179,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
180,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
181,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
182,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
183,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
184,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
185,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
186,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
187,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
188,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
189,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
190,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
191,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
192,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
193,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
194,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
195,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
196,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
197,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
198,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
199,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
200,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
201,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
202,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
203,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
204,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
205,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
206,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
207,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
208,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
209,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
210,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
211,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
212,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
213,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
214,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
215,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
216,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
217,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
218,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
219,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
220,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
221,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
222,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
223,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
224,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
225,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
226,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
227,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
228,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
229,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
230,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
231,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
232,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
233,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
234,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
235,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
236,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
237,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
238,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
239,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
240,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
241,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
242,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
243,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
244,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
245,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
246,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
247,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
248,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
249,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
250,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
251,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
252,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
253,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
254,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
255,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
256,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
257,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
258,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
259,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
260,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
261,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
262,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
263,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
264,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
265,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
266,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
267,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
268,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
269,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
270,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
271,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
272,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
273,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
274,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
275,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
276,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
277,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
278,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
279,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
280,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
281,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
282,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
283,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
284,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
285,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
286,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
287,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
288,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
289,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
290,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
291,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
292,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
293,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
294,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
295,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
296,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
297,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
298,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
299,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
300,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
301,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
302,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
303,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
304,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
305,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
306,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
307,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
308,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
309,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
310,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
311,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
312,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
313,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
314,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
315,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
316,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
317,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
318,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
319,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
320,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
321,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
322,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
323,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
324,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
325,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
326,141.96145393361965,141.92374138520975,141.9111545161107,141.96681115657728,141.91116816286328
