,Sterman biomass,SC_SLP trf_linear  biomass,SC_SLP trf_linear (constrained) biomass,SC_SLP trf_huber (constrained) biomass,SC_SLP dogbox_linear (constrained) biomass,SC_SLP dogbox_huber (constrained) biomass
582,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
583,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
584,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
585,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
586,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
587,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
588,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
589,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
590,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
591,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
592,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
593,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
594,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
595,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
596,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
597,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
598,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
599,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
600,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
601,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
602,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
603,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
604,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
605,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
606,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
607,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
608,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
609,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
610,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
611,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
612,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
613,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
614,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
615,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
616,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
617,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
618,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
619,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
620,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
621,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
622,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
623,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
624,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
625,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
626,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
627,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
628,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
629,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
630,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
631,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
632,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
633,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
634,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
635,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
636,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
637,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
638,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
639,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
640,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
641,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
642,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
643,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
644,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
645,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
646,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
647,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
648,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
649,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
650,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
651,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
652,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
653,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
654,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
655,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
656,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
657,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
658,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
659,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
660,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
661,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
662,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
663,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
664,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
665,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
666,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
667,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
668,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
669,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
670,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
671,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
672,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
673,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
674,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
675,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
676,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
677,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
678,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
679,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
680,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
681,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
682,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
683,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
684,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
685,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
686,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
687,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
688,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
689,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
690,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
691,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
692,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
693,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
694,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
695,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
696,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
697,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
698,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
699,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
700,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
701,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
702,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
703,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
704,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
705,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
706,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
707,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
708,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
709,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
710,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
711,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
712,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
713,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
714,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
715,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
716,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
717,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
718,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
719,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
720,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
721,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
722,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
723,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
724,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
725,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
726,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
727,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
728,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
729,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
730,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
731,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
732,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
733,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
734,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
735,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
736,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
737,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
738,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
739,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
740,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
741,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
742,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
743,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
744,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
745,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
746,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
747,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
748,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
749,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
750,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
751,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
752,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
753,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
754,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
755,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
756,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
757,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
758,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
759,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
760,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
761,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
762,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
763,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
764,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
765,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
766,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
767,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
768,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
769,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
770,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
771,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
772,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
773,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
774,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
775,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
776,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
777,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
778,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
779,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
780,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
781,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
782,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
783,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
784,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
785,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
786,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
787,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
788,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
789,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
790,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
791,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
792,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
793,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
794,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
795,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
796,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
797,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
798,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
799,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
800,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
801,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
802,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
803,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
804,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
805,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
806,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
807,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
808,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
809,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
810,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
811,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
812,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
813,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
814,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
815,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
816,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
817,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
818,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
819,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
820,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
821,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
822,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
823,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
824,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
825,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
826,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
827,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
828,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
829,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
830,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
831,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
832,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
833,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
834,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
835,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
836,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
837,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
838,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
839,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
840,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
841,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
842,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
843,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
844,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
845,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
846,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
847,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
848,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
849,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
850,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
851,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
852,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
853,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
854,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
855,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
856,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
857,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
858,134.2148441774475,134.20178666250655,134.1911627597637,134.22052355596492,134.1912130480696,134.2205636721503
