,Sterman soil,SE_LSP trf_linear  soil,SE_LSP trf_linear (constrained) soil,SE_LSP trf_soft_l1  soil,SE_LSP trf_huber (constrained) soil
66,131.9538676534274,134.2055293959955,132.68957726616455,136.77158765862333,132.5830439997325
67,132.00297876434126,134.23418393334416,132.73140375301188,136.78383579552664,132.60973943350814
68,132.0517338993109,134.2626813020298,132.7729469680635,136.7960399572956,132.63626728615208
69,132.1001352584131,134.29102213797066,132.81420856144058,136.80820015124053,132.66262836137838
70,132.14818510432684,134.3192071205313,132.85519022822646,136.8203164156622,132.6888235097067
71,132.1958857462029,134.34723696279616,132.89589369678822,136.8323888134629,132.71485361765804
72,132.24323952677477,134.37511240381295,132.93632071947923,136.84441742705044,132.74071959914687
73,132.2902488120655,134.40283420240826,132.97647306524073,136.856402354274,132.76642238862482
74,132.33691598317185,134.43040313225777,133.0163525137182,136.86834370518235,132.79196293562092
75,132.38324342971245,134.4578199779574,133.05596085058565,136.8802415994387,132.817342200396
76,132.42923354460768,134.48508553189336,133.09529986383308,136.89209616425887,132.84256115048507
77,132.4748887199257,134.51220059174952,133.13437134082272,136.90390753276702,132.8676207579482
78,132.520211343582,134.53916595852348,133.1731770659575,136.91567584268475,132.89252199718618
79,132.565203796722,134.5659824349485,133.21171881883834,136.92740123528557,132.9172658432065
80,132.6098684516506,134.59265082423917,133.24999837281092,136.9390838545615,132.9418532702486
81,132.65420767019947,134.61917192909553,133.28801749382322,136.95072384655865,132.96628525069528
82,132.69822380244415,134.64554655091325,133.32577793953052,136.96232135884784,132.99056275421262
83,132.74191918570187,134.67177548915856,133.36328145859784,136.97387654010242,133.0146867470717
84,132.78529614375327,134.69785954087402,133.4005297901598,136.9853895397622,133.0386581916156
85,132.8283569862435,134.72379950028923,133.43752466340584,136.99686050776563,133.06247804584217
86,132.87110400822684,134.7495961585151,133.47426779726536,137.00828959433676,133.0861472630786
87,132.91353948982575,134.77525030330446,133.5107609001723,137.0196769498155,133.10966679172986
88,132.95566569598182,134.8007627188661,133.5470056698933,137.03102272452284,133.1330375750856
89,132.99748487627966,134.82613418572103,133.5830037934061,137.04232706865355,133.15626055117346
90,133.03899926482924,134.85136548059248,133.61875694681817,137.05359013219115,133.17933665264988
91,133.08021108019508,134.87645737632292,133.6542667953171,137.06481206484042,133.20226680672022
92,133.12112252536227,134.90141064181262,133.68953499314657,137.075993015974,133.22505193508266
93,133.16173578773225,134.92622604197504,133.72456318360213,137.0871331345902,133.24769295389046
94,133.20205303914216,134.95090433770622,133.75935299904313,137.0982325692796,133.27019077372958
95,133.2420764359026,134.97544628586468,133.79390606091704,137.1092914681991,133.29254629960772
96,133.28180811885045,134.99985263926007,133.828223979794,137.1203099790513,133.31476043095296
97,133.32125021341318,135.02412414664877,133.8623083554089,137.1312882490688,133.33683406161984
98,133.36040482968238,135.04826155273489,133.89616077670996,137.14222642500158,133.35876807990118
99,133.39927406249458,135.0722655981754,133.92978282191163,137.15312465310782,133.38056336854473
100,133.43785999151754,135.096137019589,133.96317605855174,137.16398307914673,133.40222080477338
101,133.47616468134083,135.11987654956752,133.99634204355118,137.17480184837322,133.42374126030825
102,133.51419018156997,135.1434849166894,134.02928232327588,137.18558110553406,133.44512560139407
103,133.55193852692278,135.16696284553504,134.0619984336005,137.1963209948652,133.46637468882628
104,133.58941173732768,135.19031105670325,134.09449189997332,137.20702166009013,133.4874893779795
105,133.62661181802326,135.21353026682897,134.1267642374819,137.21768324441874,133.50847051883702
106,133.66354075965904,135.2366211886015,134.15881695091946,137.2283058905469,133.52931895602111
107,133.70020053839622,135.25958453078357,134.19065153485167,137.2388897406566,133.55003552882388
108,133.73659311600932,135.28242099823083,134.2222694736836,137.24943493641632,133.57062107123852
109,133.7727204399876,135.30513129191158,134.25367224172675,137.25994161898174,133.59107641199088
110,133.80858444363656,135.32771610892678,134.28486130326598,137.27040992899663,133.61140237457133
111,133.844187046179,135.3501761425304,134.31583811262658,137.28084000659408,133.63159977726656
112,133.87953015285612,135.37251208214965,134.34660411424076,137.2912319913977,133.65166943319153
113,133.914615655028,135.39472461340554,134.3771607427143,137.30158602252303,133.67161215032138
114,133.94944543027356,135.41681441813316,134.40750942289264,137.311902238579,133.6914287315234
115,133.98402134249025,135.43878217440223,134.43765156992686,137.32218077766947,133.71111997458868
116,134.01834524199302,135.4606285565375,134.46758858933913,137.33242177739493,133.730686672264
117,134.05241896561276,135.4823542351392,134.49732187708787,137.34262537485404,133.75012961228333
118,134.08624433679407,135.5039598771034,134.52685281963267,137.3527917066453,133.7694495773992
119,134.11982316569257,135.52544614564212,134.5561827939986,137.3629209088689,133.78864734541418
120,134.15315724927132,135.54681370030374,134.58531316784035,137.3730131171283,133.80772368921188
121,134.18624837139689,135.56806319699302,134.61424529950577,137.38306846653197,133.826679376788
122,134.21909830293455,135.58919528799115,134.64298053809912,137.39308709169526,133.84551517128122
123,134.2517088018429,135.61021062197568,134.67152022354392,137.40306912674205,133.86423183100365
124,134.28408161326783,135.63110984404045,134.6998656866453,137.41301470530644,133.8828301094714
125,134.31621846963577,135.65189359571517,134.72801824915206,137.42292396053472,133.90131075543493
126,134.34812109074642,135.6725625149853,134.75597922381817,137.4327970250869,133.91967451290904
127,134.3797911838646,135.6931172363114,134.7837499144641,137.44263403113862,133.93792212120283
128,134.4112304438117,135.7135583906487,134.81133161603734,137.45243511038285,133.95605431494945
129,134.44244055305612,135.73388660546644,134.83872561467305,137.46220039403158,133.97407182413562
130,134.47342318180355,135.75410250476705,134.86593318775382,137.47193001281772,133.99197537413102
131,134.50417998808612,135.77420670910536,134.89295560396923,137.48162409699668,134.00976568571753
132,134.5347126178512,135.79419983560754,134.91979412337508,137.4912827763482,134.02744347511813
133,134.56502270504942,135.81408249799023,134.9464499974521,137.50090618017808,134.04500945402583
134,134.59511187172208,135.8338553065791,134.97292446916427,137.5104944373198,134.06246432963226
135,134.6249817280881,135.85351886832782,134.99921877301682,137.52004767613644,134.0798088046561
136,134.65463387262994,135.87307378683658,135.02533413511372,137.5295660245222,134.09704357737147
137,134.68406989217934,135.89252066237063,135.05127177321498,137.53904960990423,134.11416934163594
138,134.7132913620021,135.9118600918787,135.07703289679324,137.54849855924425,134.13118678691856
139,134.74229984588248,135.9310926690113,135.1026187070904,137.55791299904035,134.14809659832747
140,134.7710968962068,135.95021898413898,135.12803039717338,137.5672930553286,134.1648994566376
141,134.79968405404657,135.96923962437046,135.15326915198995,137.57663885368476,134.18159603831813
142,134.82806284924084,135.98815517357056,135.1783361484239,137.58595051922595,134.1981870155595
143,134.85623480047826,136.00696621237827,135.20323255534993,137.59522817661238,134.21467305630068
144,134.88420141537824,136.02567331822445,135.22795953368808,137.60447195004897,134.23105482425598
145,134.9119641905716,136.04427706534958,135.25251823645803,137.613681963287,134.24733297894176
146,134.93952461178074,136.06277802482143,135.27690980883273,137.6228583396258,134.26350817570298
147,134.96688415389906,136.08117676455257,135.3011353881918,137.6320012019143,134.27958106573968
148,134.99404428106996,136.0994738493178,135.32519610417467,137.6411106725529,134.29555229613302
149,135.0210064467652,136.1176698407714,135.34909307873318,137.65018687349493,134.31142250987153
150,135.0477720938626,136.13576529746456,135.37282742618382,137.65922992624823,134.3271923458768
151,135.0743426547233,136.15376077486238,135.39640025325986,137.66823995187696,134.34286243902932
152,135.1007195512685,136.17165682536088,135.41981265916286,137.6772170710031,134.35843342019405
153,135.1269041950554,136.18945399830417,135.4430657356139,137.6861614038081,134.37390591624575
154,135.15289798735284,136.20715284000107,135.46616056690456,137.69507307003448,134.38928055009427
155,135.17870231921626,136.22475389374202,135.48909822994742,137.70395218898744,134.40455794070962
156,135.20431857156208,136.24225769981575,135.5118797943263,137.71279887953645,134.41973870314686
157,135.22974811524176,136.25966479552585,135.53450632234615,137.7216132601168,134.4348234485709
158,135.25499231111505,136.27697571520716,135.5569788690826,137.73039544873131,134.44981278428105
159,135.28005251012277,136.29419099024236,135.57929848243106,137.73914556295176,134.46470731373552
160,135.3049300533592,136.3113111490781,135.6014662031557,137.7478637199206,134.47950763657568
161,135.32962627214377,136.3283367172414,135.62348306493791,137.75655003635234,134.49421434865025
162,135.3541424880924,136.34526821735562,135.64535009442454,137.76520462853537,134.50882804203926
163,135.37848001318818,136.3621061691566,135.66706831127573,137.77382761233326,134.52334930507786
164,135.40264014985155,136.37885108950854,135.6886387282125,137.78241910318647,134.53777872238007
165,135.42662419101003,136.39550349242,135.710062351064,137.79097921611384,134.55211687486224
166,135.4504334201674,136.41206388905954,135.73134017881432,137.79950806571412,134.56636433976647
167,135.47406911147237,136.42853278777142,135.7524732036491,137.80800576616755,134.5805216906839
168,135.49753252978687,136.4449106940913,135.77346241100184,137.81647243123734,134.5945894975777
169,135.52082493075355,136.4611981107617,135.79430877959985,137.82490817427123,134.6085683268061
170,135.54394756086316,136.4773955377474,135.81501328150983,137.83331310820296,134.62245874114518
171,135.56690165752113,136.49350347225086,135.83557688218326,137.84168734555385,134.63626129981148
172,135.58968844911388,136.50952240872743,135.85600054050138,137.85003099843422,134.64997655848455
173,135.61230915507448,136.52545283890052,135.87628520881992,137.858344178545,134.66360506932932
174,135.63476498594798,136.54129525177675,135.89643183301348,137.8666269971791,134.6771473810183
175,135.6570571434561,136.5570501336609,135.91644135251968,137.87487956522304,134.69060403875375
176,135.67918682056163,136.5727179681709,135.93631470038295,137.88310199315828,134.7039755842895
177,135.70115520153223,136.5882992362526,135.956052803298,137.89129439106281,134.71726255595294
178,135.72296346200383,136.60379441619457,135.97565658165314,137.89945686861265,134.73046548866645
179,135.7446127690435,136.61920398364285,135.995126949573,137.90758953508316,134.7435849139692
180,135.7661042812119,136.63452841161543,136.0144648149614,137.91569249935068,134.7566213600383
181,135.78743914862542,136.64976817051684,136.0336710795435,137.92376586989386,134.7695753517103
182,135.8086185130175,136.66492372815256,136.0527466389079,137.93180975479518,134.78244741050213
183,135.82964350779994,136.6799955497434,136.07169238254846,137.93982426174242,134.79523805463216
184,135.8505152581234,136.69498409793985,136.0905091939057,137.94780949803,134.80794779904116
185,135.87123488093772,136.7098898328361,136.109197950408,137.95576557056052,134.82057715541285
186,135.8918034850516,136.7247132119843,136.12775952351262,137.96369258584613,134.83312663219465
187,135.91222217119207,136.7394546904086,136.14619477874615,137.97159065000997,134.84559673461808
188,135.93249203206324,136.7541147206191,136.16450457574504,137.97945986878761,134.85798796471911
189,135.95261415240486,136.76869375262572,136.18268976829563,137.98730034752847,134.87030082135837
190,135.9725896090504,136.78319223395204,136.20075120437392,137.99511219119717,134.88253580024124
191,135.9924194709846,136.79761060964898,136.21868972618512,138.002895504375,134.8946933939378
192,136.01210479940073,136.81194932230858,136.236506170203,138.0106503912613,134.90677409190275
193,136.03164664775733,136.82620881207745,136.2542013672088,138.01837695567482,134.91877838049487
194,136.05104606183465,136.84038951667037,136.27177614233003,138.02607530105522,134.9307067429969
195,136.0703040797906,136.8544918713837,136.2892313150789,138.03374553046427,134.9425596596348
196,136.08942173221618,136.8685163091087,136.3065676993906,138.04138774658745,134.95433760759718
197,136.1084000421909,136.88246326034496,136.32378610366118,138.0490020517351,134.96604106105443
198,136.12724002533727,136.89633315321342,136.34088733078525,138.05658854784397,134.97767049117786
199,136.14594268987528,136.91012641346967,136.35787217819353,138.06414733647853,134.9892263661587
200,136.16450903667635,136.9238434645169,136.37474143788987,138.07167851883224,135.00070915122686
201,136.1829400593168,136.937484727419,136.3914958964883,138.07918219572906,135.01211930866972
202,136.20123674413114,136.95105062091338,136.40813633524965,138.08665846762466,135.0234572978508
203,136.2194000702648,136.96454156142394,136.42466353011804,138.09410743460788,135.03472357522807
204,136.23743100972658,136.9779579630738,136.441078251757,138.10152919640194,135.04591859437255
205,136.2553305274405,136.99130023769794,136.45738126558544,138.10892385236593,135.05704280598638
206,136.27309958129763,137.00456879485597,136.4735733318133,138.11629150149602,135.06809665792113
207,136.2907391222073,137.01776404184463,136.48965520547705,138.12363224242682,135.07908059519568
208,136.30825009414795,137.03088638371025,136.50562763647488,138.13094617343273,135.08999506001422
209,136.32563343421762,137.0439362232613,136.5214913696017,138.1382333924292,135.10084049178403
210,136.3428900726842,137.0569139610807,136.53724714458377,138.1454939969741,135.11161732713322
211,136.36002093303514,137.06981999553807,136.55289569611332,138.15272808426897,135.12232599992822
212,136.37702693202684,137.08265472280195,136.5684377538827,138.1599357511604,135.1329669412913
213,136.3939089797338,137.0954185368521,136.58387404261848,138.1671170941412,135.14354057961793
214,136.4106679795973,137.10811182949146,136.59920528211518,138.1742722093518,135.15404734059402
215,136.42730482847367,137.12073499035822,136.61443218726893,138.1814011925816,135.16448764721304
216,136.44382041668237,137.13328840693777,136.62955546811074,138.18850413927,135.17486191979307
217,136.4602156280536,137.14577246457458,136.64457582983954,138.19558114450794,135.1851705759937
218,136.4764913399756,137.15818754648413,136.65949397285522,138.20263230303902,135.1954140308329
219,136.49264842344164,137.1705340337645,136.6743105927912,138.20965770926082,135.20559269670363
220,136.50868774309657,137.18281230540825,136.6890263805468,138.2166574572262,135.21570698339053
221,136.52461015728312,137.1950227383139,136.70364202231966,138.22363164064447,135.2257572980864
222,136.54041651808782,137.20716570729758,136.7181581996375,138.23058035288273,135.23574404540855
223,136.55610767138666,137.21924158510456,136.73257558939002,138.23750368696707,135.24566762741514
224,136.57168445689027,137.2312507424206,136.74689486386055,138.24440173558384,135.25552844362136
225,136.58714770818892,137.24319354788344,136.7611166907572,138.25127459108083,135.2653268910155
226,136.6024982527971,137.25507036809398,136.77524173324414,138.25812234546862,135.27506336407487
227,136.61773691219778,137.2668815676277,136.78927064997248,138.26494509042172,135.28473825478181
228,136.63286450188647,137.2786275090457,136.80320409511094,138.27174291727982,135.2943519526394
229,136.64788183141476,137.29030855290588,136.81704271837648,138.27851591704905,135.30390484468714
230,136.66278970443366,137.3019250577741,136.83078716506444,138.28526418040312,135.3133973155165
231,136.67758891873663,137.31347738023504,136.84443807607872,138.2919877976846,135.3228297472865
232,136.6922802663023,137.32496587490323,136.85799608796168,138.29868685890617,135.332202519739
233,136.7068645333368,137.33639089443392,136.87146183292376,138.30536145375166,135.34151601021406
234,136.72134250031587,137.3477527895339,136.884835938873,138.3120116715774,135.35077059366506
235,136.73571494202656,137.35905190897225,136.89811902944433,138.3186376014134,135.35996664267384
236,136.7499826276088,137.3702885995911,136.9113117240286,138.32523933196447,135.3691045274657
237,136.7641463205965,137.38146320631623,136.9244146378015,138.3318169516115,135.3781846159243
238,136.77820677895838,137.39257607216763,136.93742838175226,138.33837054841254,135.3872072736065
239,136.7921647551386,137.40362753827011,136.95035356271208,138.34490021010407,135.39617286375696
240,136.806020996097,137.41461794386373,136.96319078338252,138.35140602410212,135.4050817473229
241,136.81977624334905,137.4255476263142,136.97594064236347,138.35788807750347,135.4139342829686
242,136.83343123300557,137.43641692112325,136.98860373418123,138.3643464570868,135.42273082708977
243,136.8469866958121,137.44722616193894,137.00118064931607,138.3707812493139,135.431471733828
244,136.86044335718796,137.45797568056588,137.0136719742299,138.37719254033067,135.44015735508492
245,136.8738019372652,137.46866580697542,137.02607829139353,138.3835804159685,135.44878804053644
246,136.887063150927,137.4792968693158,137.03840017931384,138.38994496174527,135.4573641376468
247,136.900227707846,137.48986919392215,137.0506382125608,138.39628626286648,135.46588599168254
248,136.91329631252228,137.50038310532665,137.06279296179423,138.4026044042265,135.47435394572642
249,136.926269664321,137.51083892626835,137.07486499379038,138.40889947040966,135.48276834069125
250,136.93914845750996,137.52123697770315,137.08685487146843,138.41517154569132,135.4911295153336
251,136.95193338129656,137.53157757881365,137.0987631539167,138.4214207140391,135.4994378062674
252,136.96462511986485,137.5418610470189,137.1105903964187,138.4276470591139,135.50769354797754
253,136.9772243524121,137.55208769798418,137.12233715047907,138.4338506642711,135.51589707283335
254,136.98973175318505,137.56225784563068,137.13400396384927,138.44003161256165,135.52404871110193
255,137.00214799151615,137.5723718021452,137.14559138055307,138.44618998673317,135.53214879096143
256,137.01447373185925,137.58242987798963,137.15709994091208,138.4523258692311,135.5401976385144
257,137.02670963382522,137.59243238191053,137.16853018157073,138.4584393421997,135.54819557780073
258,137.03885635221724,137.60237962094857,137.17988263552144,138.46453048748333,135.5561429308108
259,137.05091453706586,137.61227190044806,137.19115783212945,138.47059938662733,135.56404001749848
260,137.06288483366373,137.62210952406622,137.20235629715748,138.47664612087928,135.5718871557939
261,137.07476788260018,137.6318927937825,137.21347855279024,138.48267077119002,135.5796846616163
262,137.0865643197955,137.6416220099079,137.2245251176588,138.48867341821472,135.58743284888686
263,137.098274776535,137.65129747109418,137.23549650686476,138.494654142314,135.59513202954113
264,137.10989987950265,137.66091947434302,137.2463932320043,138.500613023555,135.60278251354174
265,137.1214402508148,137.67048831501515,137.257215801192,138.50655014171238,135.61038460889083
266,137.1328965080534,137.68000428683936,137.26796471908455,138.51246557626953,135.61793862164245
267,137.14426926429897,137.68946768192157,137.27864048690427,138.51835940641948,135.62544485591488
268,137.15555912816356,137.6988787907538,137.28924360246248,138.52423171106605,135.63290361390287
269,137.16676670382319,137.70823790222306,137.29977456018275,138.5300825688249,135.64031519588983
270,137.17789259105027,137.71754530362023,137.3102338511239,138.53591205802454,135.6476799002599
271,137.18893738524562,137.72680128064889,137.320621963003,138.54172025670744,135.65499802350996
272,137.19990167747042,137.73600611743407,137.3309393802179,138.54750724263104,135.66226986026157
273,137.21078605447778,137.74516009653098,137.34118658387007,138.55327309326879,135.66949570327287
274,137.2215910987441,137.75426349893365,137.3513640517869,138.55901788581116,135.67667584345028
275,137.2323173885004,137.76331660408366,137.36147225854398,138.56474169716674,135.68381056986027
276,137.2429654977631,137.77231968987854,137.37151167548726,138.5704446039632,135.690900169741
277,137.25353599636475,137.78127303268053,137.38148277075499,138.57612668254842,135.69794492851392
278,137.26402944998466,137.79017690732488,137.39138600929962,138.58178800899137,135.70494512979514
279,137.27444642017903,137.79903158712833,137.40122185290943,138.58742865908323,135.71190105540694
280,137.2847874644111,137.80783734389752,137.41099076023005,138.59304870833836,135.71881298538912
281,137.2950531360809,137.81659444793735,137.4206931867859,138.59864823199536,135.72568119801025
282,137.3052439845549,137.82530316805926,137.4303295850014,138.604227305018,135.73250596977888
283,137.31536055519544,137.83396377158948,137.43990040422202,138.60978600209626,135.73928757545465
284,137.3254033893899,137.8425765243772,137.44940609073532,138.61532439764738,135.74602628805937
285,137.3353730245796,137.8511416908028,137.45884708779172,138.62084256581682,135.752722378888
286,137.3452699942887,137.8596595337859,137.46822383562517,138.62634058047917,135.7593761175196
287,137.35509482815263,137.86813031479352,137.47753677147364,138.6318185152393,135.76598777182818
288,137.36484805194647,137.876554293848,137.4867863295996,138.63727644343322,135.77255760799346
289,137.3745301876131,137.884931729535,137.49597294131016,138.64271443812908,135.77908589051157
290,137.38414175329112,137.89326287901156,137.5050970349773,138.64813257212822,135.78557288220574
291,137.39368326334264,137.9015479980138,137.51415903605772,138.65353091796604,135.7920188442369
292,137.40315522838068,137.90978734086494,137.52315936711278,138.65890954791308,135.7984240361141
293,137.41255815529658,137.917981160483,137.53209844782816,138.6642685339759,135.8047887157051
294,137.42189254728711,137.92612970838863,137.5409766950334,138.66960794789807,135.81111313924654
295,137.43115890388145,137.9342332347128,137.54979452272144,138.67492786116117,135.8173975613545
296,137.4403577209678,137.94229198820443,137.5585523420678,138.6802283449857,135.8236422350346
297,137.44948949082,137.95030621623815,137.5672505614498,138.68550947033202,135.8298474116922
298,137.45855470212396,137.95827616482174,137.5758895864657,138.69077130790137,135.8360133411426
299,137.46755384000357,137.96620207860383,137.58446981995343,138.69601392813675,135.84214027162096
300,137.4764873860469,137.97408420088132,137.59299166200947,138.7012374012239,135.84822844979243
301,137.48535581833187,137.98192277360687,137.60145551000758,138.7064417970922,135.85427812076202
302,137.4941596114518,137.9897180373963,137.6098617586172,138.71162718541564,135.86028952808445
303,137.5028992365409,137.99747023153603,137.61821079982192,138.71679363561378,135.866262913774
304,137.51157516129942,138.0051795939904,137.62650302293778,138.72194121685266,135.8721985183142
305,137.52018785001866,138.01284636140895,137.63473881463133,138.7270699980456,135.87809658066757
306,137.52873776360587,138.0204707691337,137.64291855893777,138.73218004785437,135.8839573382852
307,137.53722535960893,138.02805305120646,137.65104263727878,138.7372714346899,135.88978102711633
308,137.54565109224075,138.0355934403758,137.65911142848034,138.74234422671324,135.89556788161784
309,137.55401541240366,138.04309216810447,137.66712530879042,138.7473984918366,135.9013181347637
310,137.56231876771346,138.05054946457625,137.67508465189644,138.75243429772408,135.9070320180543
311,137.5705616025235,138.0579655587032,137.68298982894282,138.75745171179267,135.91270976152586
312,137.57874435794832,138.06534067813257,137.69084120854814,138.76245080121316,135.9183515937596
313,137.58686747188733,138.0726750492539,137.69863915682245,138.767431632911,135.92395774189103
314,137.59493137904823,138.07996889720582,137.70638403738428,138.77239427356724,135.929528431619
315,137.6029365109703,138.08722244588313,137.7140762113776,138.77733878961936,135.93506388721485
316,137.6108832960474,138.0944359179435,137.7217160374887,138.78226524726222,135.94056433153145
317,137.61877215955107,138.10160953481451,137.72930387196288,138.7871737124489,135.9460299860121
318,137.62660352365307,138.1087435167002,137.73684006862106,138.79206425089163,135.9514610706995
319,137.63437780744817,138.11583808258806,137.74432497887628,138.79693692806265,135.95685780424466
320,137.64209542697648,138.12289345025556,137.75175895175008,138.80179180919507,135.96222040391555
321,137.64975679524568,138.12990983627702,137.75914233388883,138.80662895928373,135.96754908560598
322,137.6573623222532,138.1368874560301,137.76647546957986,138.81144844308614,135.97284406384426
323,137.66491241500813,138.14382652370253,137.77375870076744,138.81625032512326,135.97810555180183
324,137.672407477553,138.15072725229857,137.78099236706885,138.82103466968047,135.98333376130182
325,137.67984791098542,138.15758985364562,137.78817680579013,138.8258015408083,135.9885289028276
326,137.68723411347946,138.16441453840073,137.79531235194185,138.83055100232338,135.99369118553128
327,137.69456648030712,138.1712015160571,137.80239933825473,138.83528311780924,135.99882081724203
