,Sterman soil,SC_SLP trf_linear  soil,SC_SLP trf_linear (constrained) soil,SC_SLP trf_huber (constrained) soil,SC_SLP dogbox_linear (constrained) soil,SC_SLP dogbox_huber (constrained) soil
87,64.73807492268456,65.74678013374928,65.04641533628582,64.76627399892891,65.04633423881623,64.76619944840871
88,64.77006448538954,65.76392650122462,65.07251384241309,64.78387883413274,65.07243420519487,64.78380548221844
89,64.80158964697911,65.780880693366,65.09826067976579,64.80126454440199,65.09818248299916,64.8011923761551
90,64.83265714352017,65.79764486062898,65.12366058299644,64.81843385340693,65.12358380714711,64.81836285407245
91,64.86327361446796,65.81422113006403,65.14871822377545,64.8353894516823,65.14864284957162,64.83531960668695
92,64.89344560384409,65.83061160544467,65.17343821148239,64.85213399689226,65.17336421991159,64.85206529184262
93,64.92317956144008,65.84681836741998,65.19782509391813,64.86867011412035,65.19775246622412,64.86860253480098
94,64.95248184403792,65.86284347368611,65.22188335803183,64.88500039617871,65.22181207571147,64.88493392855023
95,64.98135871664086,65.87868895917275,65.24561743065799,64.90112740393198,65.24554747545803,64.90106203412905
96,65.009816353709,65.89435683624106,65.26903167925933,64.91705366663204,65.26896303317324,64.91698938096148
97,65.03786084039534,65.9098490948904,65.29213041267273,64.93278168226071,65.29206305793755,64.93271846719941
98,65.06549817377875,65.92516770297165,65.3149178818554,64.94831391787785,65.31485180094857,64.94825176007085
99,65.09273426409106,65.94031460640515,65.3373982806295,64.96365280997315,65.33733345626572,64.9635916962316
100,65.11957493593623,65.95529172940222,65.35957574642347,64.97880076481978,65.35951216155155,64.97874068211901
101,65.14602592949953,65.97010097468868,65.38145436100884,64.99376015882886,65.38139199880862,64.99370109430636
102,65.17209290174583,65.98474422372979,65.40303815123161,65.00853333890367,65.40297699511093,65.00847527985712
103,65.19778142760553,65.99922333695567,65.42433108973735,65.02312262279277,65.42427112332894,65.02306555667815
104,65.22309700114756,66.01354015398665,65.44533709568933,65.03753029944147,65.44527830284784,65.03747421387108
105,65.24804503673874,66.02769649385814,65.46606003547944,65.05175862934118,65.4660024002785,65.05170351208172
106,65.27263087018905,66.04169415524454,65.48650372343138,65.06580984487609,65.48644723016056,65.06575568384675
107,65.2968597598826,66.05553491668198,65.50667192249583,65.079686150667,65.50661655565784,65.0796329339376
108,65.3207368878939,66.06922053678962,65.52656834493754,65.09338972391205,65.52651408924531,65.0933374397012
109,65.34426736108954,66.0827527544893,65.54619665301425,65.10692271472413,65.54614349338806,65.10687135139736
110,65.3674562122148,66.09613328922346,65.56556045964703,65.1202872464649,65.56550838121179,65.12023679253282
111,65.39030840096586,66.10936384117106,65.5846633290825,65.13348541607508,65.58461231716493,65.13343586019164
112,65.41282881504678,66.1224460914617,65.60350877754651,65.1465192944014,65.60345881767239,65.14647062536207
113,65.43502227121212,66.13538170238755,65.6221002738894,65.15939092651969,65.62205135178093,65.1593431332597
114,65.45689351629477,66.14817231761332,65.64044124022304,65.17210233205428,65.64039334179614,65.17205540364688
115,65.47844722821928,66.160819562384,65.65853505254944,65.18465550549377,65.65848816391116,65.1846094311485
116,65.49968801700088,66.17332504373057,65.67638504138118,65.19705241650298,65.6763391488271,65.19700718556403
117,65.52062042573021,66.18569035067347,65.69399449235367,65.20929501023134,65.6939495823653,65.20925061217581
118,65.54124893154408,66.19791705442395,65.71136664682922,65.22138520761735,65.71132270607157,65.22134163205361
119,65.56157794658208,66.21000670858335,65.7285047024932,65.23332490568954,65.7284617178122,65.23328214235563
120,65.58161181892976,66.22196084934,65.74541181394217,65.24511597786379,65.74536977236227,65.2450740166258
121,65.601354833548,66.23378099566423,65.76209109326425,65.25676027423688,65.76204998198597,65.25671910508727
122,65.6208112131891,66.24546864950115,65.7785456106116,65.26825962187654,65.7785054170092,65.26821923493266
123,65.6399851192996,66.25702529596124,65.79477839476543,65.27961582510788,65.79473910638447,65.27957621061037
124,65.65888065291,66.26845240350895,65.81079243369321,65.29083066579642,65.81075403824826,65.29079181410769
125,65.67750185551182,66.27975142414913,65.82659067509859,65.30190590362746,65.82655316047097,65.30186780523016
126,65.69585270992171,66.29092379361147,65.84217602696383,65.31284327638208,65.84213938119932,65.31280592187761
127,65.7139371411332,66.30197093153285,65.85755135808502,65.32364450020978,65.85751556939161,65.32360788031679
128,65.73175901715608,66.31289424163762,65.8727194986,65.33431126989761,65.87268455534573,65.33427537545055
129,65.74932214984365,66.32369511191594,65.8876832405093,65.34484525913608,65.88764913122003,65.34481008108375
130,65.76663029570787,66.33437491480011,65.90244533818996,65.3552481207817,65.9024120515473,65.35521365018583
131,65.7836871567228,66.34493500733893,65.91700850890253,65.3655214871163,65.91697603374169,65.36548771515014
132,65.80049638111637,66.35537673137009,65.93137543329117,65.37566697010311,65.93134375859887,65.37563388805005
133,65.8170615641506,66.36570141369064,65.9455487558771,65.38568616163968,65.94551787078953,65.38565376089184
134,65.83338624889056,66.37591036622563,65.95953108554528,65.39558063380761,65.95950097934606,65.39554890586453
135,65.84947392696213,66.38600488619467,65.97332499602467,65.40535193911923,65.97329565814286,65.4053208755865
136,65.86532803929884,66.3959862562769,65.98693302636195,65.41500161076115,65.98690444637006,65.4149712033491
137,65.88095197687778,66.40585574477387,66.00035768138888,65.42453116283488,66.00032984900092,65.42450140335724
138,65.89634908144488,66.41561460577073,66.01360143218331,65.43394209059433,66.01357433725289,65.43391297096701
139,65.91152264622964,66.42526407929554,66.02666671652405,65.44323587068047,66.02664034904251,65.4432073829202
140,65.92647591664951,66.43480539147686,66.03955593933962,65.45241396135297,66.0395302894341,65.45238609757614
141,65.94121209100403,66.44423975469955,66.0522714731509,65.46147780271906,66.0522465310825,65.46145055514035
142,65.9557343211589,66.45356836775883,66.0648156585078,65.47042881695943,66.06479141466983,65.4704021778907
143,65.97004571322009,66.46279241601255,66.07719080442011,65.47926840855143,66.07716724933626,65.47924237040047
144,65.98414932819824,66.47191307153184,66.08939918878255,65.48799796448944,66.08937631310506,65.48797251975873
145,65.9980481826633,66.4809314932501,66.10144305879399,65.49661885450243,66.10142085330203,65.496593995788
146,66.01174524938979,66.48984882711015,66.11332463137114,65.50513243126895,66.113303086969,65.50510815125922
147,66.0252434579926,66.49866620620992,66.12504609355663,65.51354003062933,66.125025201272,65.51351632210398
148,66.03854569555358,66.50738475094637,66.13660960292152,65.52184297179534,66.1365893539039,65.52181982762409
149,66.05165480723909,66.51600556915795,66.1480172879625,65.53004255755711,66.14799767348148,65.53001997069865
150,66.0645735969085,66.52452975626525,66.15927124849367,65.53814007448759,66.15925225993733,65.53811803798845
151,66.07730482771393,66.53295839541028,66.170373556033,65.5461367931444,66.17035518490628,65.5461153001379
152,66.08985122269121,66.54129255759403,66.18132625418369,65.55403396826922,66.18130849210687,65.55401301197432
153,66.10221546534234,66.54953330181263,66.19213135901035,65.56183283898464,66.19211419771737,65.56181241270492
154,66.11440020020943,66.55768167519189,66.20279085941003,65.5695346289886,66.20277429074706,65.56951472611118
155,66.12640803344033,66.56573871312031,66.21330671747839,65.57714054674638,66.21329073340222,65.57712116074089
156,66.13824153334605,66.57370543938069,66.2236808688708,65.58465178568022,66.2236654614474,65.58463291009777
157,66.14990323095012,66.58158286628021,66.23391522315869,65.59206952435659,66.2339003845617,65.59205115282877
158,66.16139562052987,66.5893719947791,66.244011664181,65.59939492667112,66.24399738669027,65.59937705290898
159,66.17272116015002,66.5970738146177,66.25397205039096,65.60662914203124,66.25395832639111,65.60661175982423
160,66.1838822721883,66.60468930444239,66.26379821519818,65.61377330553643,66.2637850371772,65.61375640875156
161,66.19488134385368,66.6122194319298,66.27349196730611,65.62082853815643,66.27347932785392,65.6208121207372
162,66.20572072769691,66.61966515390988,66.28305509104499,65.62779594690713,66.28304298285208,65.62778000287261
163,66.2164027421137,66.62702741648741,66.29248934670026,65.63467662502421,66.29247776255632,65.63466114846807
164,66.22692967184058,66.63430715516225,66.30179647083662,65.6414716521347,66.30178540362918,65.64145663722432
165,66.23730376844361,66.64150529494823,66.31097817661761,65.64818209442636,66.31096761933077,65.64816753540191
166,66.24752725079993,66.64862275049062,66.32003615412104,65.65480900481502,66.3200260998341,65.65479489598852
167,66.25760230557236,66.6556604261824,66.32897207065004,65.66135342310976,66.3289625125362,65.66133975886419
168,66.26753108767709,66.66261921627917,66.33778757103994,65.66781637617606,66.33777850236504,65.66780315096449
169,66.27731572074458,66.66950000501282,66.34648427796105,65.67419887809696,66.34647569208236,65.67418608644165
170,66.28695829757382,66.67630366670382,66.35506379221738,65.6805019303321,66.3550556825823,65.68048956682368
171,66.29646088057989,66.68303106587233,66.36352769304125,65.68672652187493,66.36352005318612,65.6867145811715
172,66.3058255022351,66.6896830573481,66.371877538384,65.69287362940787,66.37187036193288,65.69286210623419
173,66.31505416550372,66.69626048637906,66.38011486520276,65.69894421745552,66.38010814586623,65.69893310660217
174,66.32414884427043,66.70276418873868,66.38824118974337,65.70493923853608,66.38823492131739,65.70492853485861
175,66.3331114837624,66.70919499083226,66.39625800781947,65.71085963331072,66.39625218418418,65.71084933172888
176,66.34194400096543,66.71555370980185,66.40416679508782,65.71670633073121,66.40416141020641,65.71669642622815
177,66.35064828503394,66.72184115363015,66.41196900731994,65.72248024818572,66.41196405523755,65.72247073580716
178,66.35922619769507,66.72805812124314,66.41966608067007,65.72818229164268,66.41966155551263,65.72817316649619
179,66.3676795736468,66.73420540261158,66.42725943193952,65.73381335579303,66.42725532791269,65.7338046130472
180,66.37601022095045,66.74028377885146,66.43475045883746,65.73937432419054,66.43474677022554,65.73936595907422
181,66.38421992141735,66.74629402232318,66.44214054023819,65.74486606939044,66.44213726140306,65.74485807719205
182,66.39231043098998,66.75223689672974,66.44943103643497,65.75028945308638,66.44942816181504,65.7502818291531
183,66.40028348011747,66.75811315721373,66.45662328939042,65.75564532624558,66.45662081349954,65.75563806598265
184,66.40814077412581,66.76392355045334,66.46371862298348,65.76093452924242,66.46371654040999,65.76092762811238
185,66.41588399358255,66.76966881475722,66.47071834325314,65.7661578919902,66.47071664865881,65.76615134551226
186,66.42351479465626,66.77534968015829,66.47762373863884,65.77131623407149,66.47762242675789,65.7713100378207
187,66.43103480947073,66.78096686850645,66.48443608021763,65.77641036486659,66.48443514585574,65.77640451447326
188,66.43844564645413,66.78652109356042,66.49115662193812,65.78144108368065,66.49115605997147,65.78143557482957
189,66.44574889068295,66.79201306107834,66.4977866008513,65.786409179869,66.49778640622561,65.78640400829883
190,66.45294610422108,66.79744346890747,66.50432723733829,65.79131543296104,66.50432740506787,65.7913105944636
191,66.46003882645391,66.8028130070729,66.51077973533489,65.79616061278257,66.51078026050173,65.79615610320216
192,66.46702857441754,66.80812235786516,66.51714528255327,65.80094547957654,66.5171461603061,65.80094129480935
193,66.4739168431233,66.813372195927,66.52342505070055,65.80567078412237,66.52342627625391,65.80566692011577
194,66.48070510587752,66.81856318833904,66.52962019569448,65.81033726785374,66.5296217643279,65.81033372060567
195,66.4873948145966,66.82369599470458,66.53573185787621,65.81494566297494,66.53573376493327,65.81494242853327
196,66.49398740011758,66.8287712672334,66.54176116222023,65.81949669257573,66.54176340310768,65.81949376703764
197,66.50048427250418,66.83378965082464,66.54770921854136,65.82399107074481,66.54771178872832,65.82398845025618
198,66.50688682134842,66.83875178314872,66.55357712169912,65.8284295026819,66.55358001671621,65.82842718343669
199,66.51319641606777,66.8436582947284,66.55936595179924,65.83281268480833,66.5593691672377,65.83281066304798
200,66.51941440619811,66.84850980901888,66.56507677439242,65.83714130487637,66.56508030590336,65.83713957688921
201,66.52554212168234,66.85330694248702,66.57071064067054,65.84141604207709,66.57071448396407,65.84141460419778
202,66.53158087315485,66.8580503046897,66.57626858766011,65.84563756714697,66.57627273850457,65.8456364157559
203,66.53753195222187,66.86274049835123,66.58175163841317,65.84980654247313,66.58175609263432,65.84980567399585
204,66.54339663173766,66.86737811943996,66.58716080219558,65.85392362219729,66.58716555567585,65.85392303310391
205,66.54917616607685,66.87196375724402,66.59249707467286,65.85798945231832,66.59250212335056,65.85798913912305
206,66.55487179140263,66.87649799444617,66.59776143809337,65.86200467079374,66.59776677796192,65.86200463005423
207,66.56048472593125,66.88098140719785,66.6029548614692,65.86596990763968,66.6029604885764,65.86597013595657
208,66.5660161701925,66.88541456519243,66.60807830075446,65.86988578502984,66.60808421120176,65.86988627904617
209,66.57146730728653,66.88979803173753,66.61313269902129,65.87375291739305,66.61313888896305,65.87375367379374
210,66.57683930313688,66.89413236382663,66.61811898663348,65.87757191150972,66.61812545227623,65.87757292702105
211,66.58213330673988,66.89841811220987,66.62303808141762,65.88134336660703,66.6230448190194,65.88134463799611
212,66.58735045041037,66.902655821464,66.62789088883214,65.88506787445291,66.62789789470177,65.88506939852722
213,66.5924918500239,66.90684603006159,66.63267830213395,65.888746019449,66.63268557263035,65.88874779305583
214,66.59755860525544,66.91098927043943,66.63740120254286,65.89237837872223,66.63740873407434,65.8923803987482
215,66.60255179981449,66.91508606906623,66.64206045940377,65.89596552221543,66.64206824842739,65.89596778558604
216,66.60747250167698,66.91913694650948,66.64665693034668,65.8995080127768,66.64666497336763,65.89951051645586
217,66.61232176331362,66.9231424175016,66.65119146144463,65.90300640624814,66.6511997550155,65.90300914723736
218,66.61710062191503,66.92710299100536,66.65566488736934,65.90646125155209,66.65567342808951,65.9064642268906
219,66.62181009961361,66.93101917027853,66.66007803154494,65.9098730907783,66.66008681605993,65.90987629754218
220,66.62645120370213,66.93489145293789,66.66443170629944,65.91324245926849,66.6644407313003,65.91324589457028
221,66.63102492684916,66.93872033102237,66.66872671301434,65.91656988570035,66.66873597523704,65.91657354668864
222,66.63553224731143,66.94250629105561,66.67296384227208,65.91985589217063,66.67297333849689,65.91985977602955
223,66.63997412914303,66.94624981410783,66.67714387400162,65.92310099427696,66.6771536010525,65.92310509822582
224,66.64435152240162,66.94995137585687,66.68126757762192,65.92630570119881,66.68127753236595,65.92631002249156
225,66.64866536335167,66.95361144664871,66.68533571218369,65.92947051577734,66.68534589153046,65.92947505170224
226,66.65291657466466,66.95723049155717,66.68934902650898,65.93259593459433,66.68935942741003,65.93260068247343
227,66.65710606561643,66.96080897044307,66.69330825932909,65.93568244805007,66.6933188787773,65.93568740523888
228,66.66123473228173,66.9643473380126,66.69721413942052,65.93873054044036,66.69722497444964,65.93873570432734
229,66.66530345772577,66.96784604387517,66.70106738573915,65.94174069003242,66.70107843342315,65.94174605803865
230,66.66931311219321,66.97130553260047,66.70486870755254,65.94471336913999,66.70487996500509,65.94471893871871
231,66.67326455329419,66.974726243775,66.70861880457048,65.94764904419745,66.70863026894446,65.94765481283366
232,66.67715862618783,66.9781086120579,66.71231836707383,65.95054817583296,66.71233003556075,65.95055414104307
233,66.68099616376298,66.98145306723622,66.71596807604156,65.95341121894077,66.71597994587104,65.95341737827215
234,66.68477798681636,66.9847600342795,66.71956860327609,65.95623862275258,66.71958067171533,65.95624497378321
235,66.6885049042281,66.9880299333938,66.72312061152692,65.95903083090802,66.72313287588025,65.95903737124611
236,66.69217771313478,66.99126318007504,66.7266247546127,65.96178828152429,66.72663721222101,65.96179500880788
237,66.69579719909991,66.99446018516183,66.73008167754149,65.9645114072649,66.73009432578176,65.9645183191615
238,66.69936413628196,66.9976213548877,66.73349201662957,65.9672006354075,66.7335048529144,65.96720772961372
239,66.70287928759991,67.00074709093268,66.73685639961849,65.969856387911,66.73686942139557,65.96986366215219
240,66.70634340489649,67.00383779047434,66.74017544579068,65.97247908148174,66.74018865054236,65.97248653351164
241,66.70975722909891,67.00689384623828,66.74344976608342,65.97506912763887,66.74346315132621,65.97507675523926
242,66.71312149037742,67.00991564654804,66.74667996320126,65.97762693277896,66.74669352648537,65.97763473375925
243,66.7164369083014,67.0129035753744,66.74986663172702,65.9801528982397,66.74988037063594,65.98016087043666
244,66.71970419199334,67.01585801238419,66.7530103582312,65.98264742036291,66.75302427038118,65.98265556164033
245,66.72292404028046,67.01877933298857,66.75611172137994,65.98511089055677,66.7561258044196,65.98511919880504
246,66.72609714184419,67.02166790839068,66.75917129204157,65.98754369535715,66.75918554365144,65.987552168493
247,66.72922417536749,67.02452410563284,66.76218963339167,65.98994621648832,66.76220405128377,65.98995485245447
248,66.73230580967999,67.02734828764315,66.76516730101673,65.99231883092284,66.76518188293413,65.99232762768769
249,66.73534270390104,67.03014081328168,66.76810484301643,65.99466191094066,66.76811958673281,65.99467086649796
250,66.73833550758073,67.03290203738597,66.77100280010451,65.99697582418763,66.77101770342378,65.99698493655612
251,66.74128486083876,67.03563231081621,66.77386170570831,65.99926093373305,66.7738767664642,65.99927020095625
252,66.74419139450139,67.03833198049979,66.77668208606697,66.0015175981268,66.77669730212259,66.0015270182726
253,66.74705573023633,67.04100138947534,66.77946446032827,66.00374617145545,66.77947982957575,66.00375574261585
254,66.74987848068577,67.04364087693638,66.7822093406442,66.0059470033979,66.78222486100428,66.00595672368874
255,66.75266024959735,67.0462507782744,66.78491723226526,66.00812043928026,66.78493290168689,66.00813030684084
256,66.75540163195336,67.04883142512145,66.7875886336334,66.01026682012997,66.78760445009337,66.01027683312283
257,66.75810321409791,67.05138314539232,66.79022403647384,66.01238648272935,66.79023999797639,66.01239663933997
258,66.76076557386241,67.0539062633262,66.79282392588553,66.01447975966846,66.79284003046199,66.01449005810493
259,66.76338928068914,67.05640109952785,66.79538878043044,66.01654697939723,66.79540502613888,66.01655741789001
260,66.76597489575305,67.05886797100835,66.7979190722217,66.01858846627705,66.79793545714652,66.0185990430787
261,66.76852297208177,67.06130719122542,66.80041526701046,66.02060454063165,66.80043178926206,66.02061525401649
262,66.77103405467393,67.06371907012321,66.80287782427162,66.02259551879733,66.80289448198606,66.02260636706124
263,66.77350868061569,67.06610391417168,66.80530719728841,66.02456171317264,66.80532398862705,66.02457269463277
264,66.77594737919564,67.06846202640556,66.80770383323585,66.02650343226739,66.807720756385,66.02651454526185
265,66.77835067201801,67.07079370646285,66.81006817326303,66.02842098075102,66.81008522643361,66.02843222363867
266,66.78071907311418,67.0730992506229,66.81240065257434,66.03031465950045,66.81241783400156,66.03032603066063
267,66.78305308905273,67.07537895184406,66.81470170050954,66.03218476564724,66.81471900845257,66.03219626347953
268,66.78535321904766,67.07763309980089,66.81697174062286,66.03403159262429,66.81698917336448,66.03404321554821
269,66.7876199550653,67.07986198092097,66.81921119076085,66.03585543021177,66.81922874660715,66.03586717666657
270,66.78985378192941,67.0820658784213,66.82142046313942,66.03765656458272,66.82143814041947,66.03766843302712
271,66.79205517742496,67.08424507234433,66.8235999644196,66.03943527834784,66.8236177614852,66.03944726725979
272,66.79422461240028,67.08639983959344,66.8257500957825,66.04119185059989,66.82576801100775,66.04120395847634
273,66.79636255086781,67.08853045396822,66.82787125300308,66.04292655695747,66.82788928478419,66.04293878231412
