,Sterman biomass,SC_OP trf_linear  biomass,SC_OP trf_linear (constrained) biomass,SC_OP trf_soft_l1 (constrained) biomass,SC_OP trf_huber (constrained) biomass,SC_OP trf_cauchy (constrained) biomass
192,174.96048837117024,178.14215235680481,178.40951295479053,176.3404225603769,177.71359092204625,176.78496909595833
193,175.07131351578363,178.27774104847043,178.5481014833744,176.45974197623298,177.8456395474076,176.9088722679694
194,175.17993963111246,178.41091205926267,178.6842525896616,176.57676571893657,177.9752962852084,177.0304458153663
195,175.2864091938549,178.54170728822945,178.8180079363839,176.69153665128806,178.10260323513904,177.14973231237607
196,175.3907639062881,178.67016795172333,178.9494085167766,176.80409688610757,178.22760180054712,177.2667736016016
197,175.49304470853897,178.79633459295323,179.07849466381492,176.9144877974037,178.3503326983147,177.38161080482183
198,175.59329179073677,178.9202470914614,179.205306059379,177.0227500314542,178.47083596865755,177.4942843337026
199,175.69154460504566,179.0419446725237,179.329881743346,177.12892351779615,178.58915098484474,177.60483390041566
200,175.78784187757438,179.1614659164716,179.45226012260744,177.23304748012245,178.70531646283652,177.71329852816353
201,175.88222162016197,179.27884876793394,179.57247898001063,177.33516044708256,178.8193704708388,177.81971656160894
202,175.97472114203669,179.39413054499735,179.69057548322215,177.4353002629848,178.93135043877234,177.92412567720586
203,176.06537706134748,179.50734794828352,179.8065861935125,177.5335040983989,179.0412931676554,178.02656289343122
204,176.154225316566,179.61853706994242,179.9205470744607,177.62980846065582,179.1492348388985,178.12706458091546
205,176.24130117775826,179.72773340256003,180.03249350057754,177.72424920424396,179.25521102350982,178.2256664724707
206,176.32663925772454,179.83497184797963,180.14246026584655,177.81686154109966,179.35925669121022,178.32240367301497
207,176.41027352300682,179.94028672603565,180.25048159218176,177.90768005079084,179.46140621945682,178.41731066939155
208,176.49223730476297,180.04371178319946,180.35659113780164,177.99673869059237,179.56169340237432,178.51042134008247
209,176.5725633095068,180.14528020113585,180.46082200551814,178.08407080545186,179.66015145959292,178.60176896481497
210,176.6512836297138,180.24502460516996,180.5632067509402,178.16970913784508,179.75681304499247,178.69138623406047
211,176.72842975429182,180.34297707266387,180.66377739059172,178.25368583751995,179.85171025535203,178.7793052584254
212,176.80403257891678,180.43916914130236,180.7625654099426,178.33603247112848,179.94487463890437,178.86555757793278
213,176.87812241623274,180.53363181728744,180.85960177135314,178.41678003174576,180.03633720379463,178.95017417119493
214,176.950729005917,180.6263955834413,180.95491692193116,178.4959589482757,180.12612842644336,179.03318546447625
215,177.0218815246095,180.71749040721718,181.04854080130153,178.57359909474283,180.21427825981306,179.11462134064598
216,177.09160859570736,180.80694574861843,181.140502849288,178.64972979947007,180.30081614157822,179.19451114802112
217,177.1599382990241,180.89479056802506,181.23083201350704,178.72437985414183,180.3857710021988,179.27288370909878
218,177.22689818031455,180.98105333392803,181.31955675687377,178.797577522753,180.46917127289674,179.34976732917832
219,177.2925152606654,181.06576203057114,181.4067050650197,178.86935055044262,180.55104489353596,179.42518980487344
220,177.35681604575186,181.14894416550047,181.4923044536225,178.9397261722135,180.63141932040526,179.4991784325139
221,177.41982653496137,181.23062677702168,181.57638197564768,179.008731121537,180.71032153390468,179.57176001643745
222,177.48157223038456,181.31083644156502,181.65896422850244,179.0763916388434,180.7877780461354,179.64296087717193
223,177.54207814567437,181.38959928095844,181.74007736110167,179.14273347989808,180.86381490839307,179.7128068595082
224,177.60136881477402,181.46694096960888,181.81974708084655,179.2077819240639,180.93845771856513,179.78132334046373
225,177.65946830051448,181.54288674159216,181.8979986605156,179.27156178245002,181.01173162843236,179.84853523713792
226,177.71640020308266,181.61746139765145,181.97485694506886,179.33409740594766,181.0836613508748,179.91446701445903
227,177.7721876683608,181.69068931210526,182.05034635836523,179.39541269315305,181.1542711669827,179.97914269282361
228,177.8268533961383,181.7625944396647,182.1244909097935,179.45553109817848,181.22358493307263,180.04258585562866
229,177.8804196481969,181.83320032216082,182.1973142008173,179.51447563835174,181.29162608760942,180.10481965669763
230,177.93290825626997,181.90253009518239,182.2688394314343,179.57226890180453,181.35841765803428,180.16586682760044
231,177.98434062987766,181.97060649462455,182.33908940655073,179.62893305495083,181.42398226749984,180.22574968486825
232,178.0347377640381,182.03745186314893,182.40808654227067,179.6844898498556,181.48834214151225,180.284490137104
233,178.0841202468566,182.10308815655557,182.4758528721013,179.73896063149476,181.55151911448135,180.34210969198912
234,178.13250826699348,182.16753695006767,182.54241005307478,179.7923663449071,181.61353463617942,180.39862946318732
235,178.1799216210119,182.23081944452926,182.60777937178653,179.84472754223887,181.6744097781088,180.45407017714643
236,178.22637972060699,182.29295647251664,182.67198175035134,179.89606438968244,181.7341652397797,180.50845217979892
237,178.27190159971718,182.35396850436427,182.73503775227724,179.94639667430897,181.7928213548982,180.5617954431618
238,178.31650592151962,182.41387565410562,182.7969675882582,179.9957438107969,181.85039809746542,180.61411957183725
239,178.36021098531012,182.47269768532973,182.85779112188598,180.04412484805664,181.90691508778903,180.66544380941446
240,178.40303473326958,182.5304540169544,182.9175278752818,180.09155847575246,181.96239159840695,180.7157870447739
241,178.44499475711783,182.58716372891607,182.97619703464883,180.13806303072286,182.0168465599247,180.76516781829457
242,178.48610830465643,182.64284556777804,183.03381745574563,180.18365650330017,182.070298566767,180.81360432796566
243,178.5263922862015,182.69751795225687,183.09040766928157,180.22835654353028,182.12276588284425,180.8611144354032
244,178.56586328090813,182.75119897866824,183.14598588623508,180.27218046729388,182.1742664471348,180.9077156717729
245,178.60453754298752,182.80390642629297,183.20057000309492,180.31514526232982,182.2248178791841,180.95342524362007
246,178.64243100781835,182.85565776266392,183.25417760702558,180.35726759416204,182.27443748452066,180.9982600386076
247,178.67955929795386,182.90647014877433,183.3068259809576,180.3985638119308,182.32314225999122,181.04223663116323
248,178.71593772902528,182.9563604442089,183.35853210860319,180.43904995412976,182.37094889901408,181.08537128803667
249,178.751581315544,183.00534521219777,183.40931267939817,180.47874175424903,182.41787379675313,181.12767997376818
250,178.7865047766031,183.05344072459474,183.45918409337094,180.51765464632666,182.4639330552122,181.16917835606924
251,178.82072254147965,183.10066296678036,183.5081624659392,180.55580377040846,182.5091424882515,181.2098818111163
252,178.8542487551397,183.1470276424905,183.55626363263508,180.59320397791774,182.55351762652631,181.24980542875912
253,178.88709728364645,183.19255017857162,183.60350315375973,180.6298698369362,182.5970737223493,181.28896401764402
254,178.91928171947362,183.23724572966313,183.6498963189678,180.66581563739683,182.63982575447707,181.32737211025398
255,178.95081538672514,183.28112918280803,183.69545815178284,180.70105539619016,182.681788432822,181.36504396786574
256,178.98171134626241,183.32421516199244,183.7402034140443,180.73560286218452,182.72297620308993,181.40199358542546
257,179.01198240074072,183.36651803261492,183.78414661028677,180.76947152116207,182.76340325134515,181.43823469634407
258,179.04164109955573,183.40805190588642,183.82730199205278,180.80267460067128,182.80308350850294,181.4737807772129
259,179.07069974370182,183.44883064316164,183.86968356213896,180.8352250747969,182.8420306547509,181.5086450524411
260,179.0991703905433,183.48886786020276,183.91130507877745,180.867135668849,182.8802581239002,181.54284049881556
261,179.1270648584998,183.5281769313761,183.95218005975244,180.89841886397156,182.91777910766672,181.5763798499848
262,179.15439473164744,183.566770993783,183.99232178645332,180.92908690167238,182.95460655988418,181.6092756008669
263,179.1811713642365,183.60466295132508,184.03174330786456,180.9591517882747,182.99075320064912,181.64154001198412
264,179.20740588512763,183.6418654787055,184.0704574444938,180.98862529929238,183.02623152039934,181.67318511372343
265,179.2331092021471,183.67839102536638,184.1084767922382,181.01751898372893,183.06105378392593,181.70422271052539
266,179.25829200636286,183.71425181936354,184.14581372619045,181.04584416830227,183.09523203432067,181.73466438500145
267,179.28296477628254,183.74945987117917,184.18248040438482,181.07361196159562,183.12877809685887,181.76452150198153
268,179.30713778197432,183.7840269774737,184.21848877148418,181.10083325813608,183.1617035828188,181.7938052124919
269,179.3308210891126,183.8179647247769,184.25385056240876,181.1275187424017,183.19401989323882,181.82252645766528
270,179.35402456294875,183.85128449311992,184.28857730590735,181.15367889275817,183.2257382226127,181.8506959725836
271,179.37675787220905,183.8839974596082,184.3226803280717,181.17932398532608,183.2568695625241,181.87832429005468
