,Sterman biomass,SC_OH trf_linear  biomass,SC_OH trf_linear (constrained) biomass,SC_OH trf_soft_l1 (constrained) biomass,SC_OH trf_huber (constrained) biomass,SC_OH dogbox_huber (constrained) biomass
191,207.32744070417849,189.40571062315126,200.41676871082876,197.0995863941193,190.14048321720264,190.31758400139483
192,207.5104197510076,189.4690402538829,200.5532109789393,197.21078415549624,190.20774310950304,190.38551179149152
193,207.69004892869015,189.53055309272713,200.68679342416857,197.31941491908907,190.27311226411334,190.45153500013234
194,207.8663871831354,189.59030027398424,200.81757412916156,197.42553624527847,190.336642761091,190.51570594161868
195,208.03949251273073,189.64833154892898,200.9456100759674,197.52920448258115,190.39838530577248,190.5780755538993
196,208.2094219801162,189.70469532000104,201.07095716348354,197.63047478946936,190.45838926170126,190.63869343138614
197,208.3762317239552,189.75943867433799,201.1936702247771,197.72940115597723,190.51670268295968,190.69760785718168
198,208.53997697069383,189.81260741665164,201.31380304427674,197.82603642508562,190.57337234590378,190.75486583471695
199,208.70071204630182,189.86424610144974,201.43140837482824,197.9204323138794,190.62844378030096,190.81051311879955
200,208.85849038798847,189.91439806460573,201.54653795460746,198.0126394344697,190.6819612998708,190.8645942460721
201,209.01336455588734,189.96310545428017,201.65924252388498,198.10270731467594,190.73396803223156,190.91715256488254
202,209.16538624470365,190.0104092611976,201.76957184163714,198.1906844184622,190.7845059482536,190.96823026456806
203,209.3146062953187,190.05634934828439,201.8775747019987,198.27661816612328,190.8336158908235,191.01786840415562
204,209.46107470634615,190.10096447967226,201.9832989505524,198.36055495421638,190.88133760302188,191.066106940482
205,209.60484064563502,190.1442923490739,202.0867915004518,198.44254017523488,190.92770975571955,191.1129847557377
206,209.74595246171472,190.18636960753685,202.1880983483731,198.5226182370209,190.97276997459662,191.15853968443875
207,209.88445769517753,190.22723189058277,202.28726459029335,198.6008325819138,191.01655486658922,191.20280853983178
208,210.02040308999457,190.2669138447391,202.38433443709124,198.67722570563308,191.0591000457703,191.2458271397372
209,210.15383460476113,190.30544915347093,202.47935122996861,198.75183917589294,191.10044015866973,191.28763033183665
210,210.2847974238678,190.34287056252097,202.57235745568954,198.8247136507476,191.1406089090406,191.32825201841072
211,210.4133359685938,190.37920990466563,202.6633947616355,198.89588889666618,191.17963908207813,191.36772518053328
212,210.53949390811962,190.414498123896,202.7525039706745,198.96540380633607,191.21756256809795,191.40608190172952
213,210.6633141704554,190.44876529903223,202.8397250958427,199.03329641619482,191.25441038568178,191.4433533911042
214,210.78483895328287,190.4820406667799,202.92509735483733,199.09960392368998,191.29021270429686,191.47957000594803
215,210.90410973470782,190.51435264423807,203.00865918431953,199.1643627042673,191.3249988663976,191.51476127382875
216,211.021167283921,190.54572885086733,203.0904482540267,199.22760832808748,191.35879740901692,191.54895591417554
217,211.1360516717649,190.5761961299276,203.17050148069342,199.28937557647225,191.39163608485532,191.58218185936371
218,211.24880228120477,190.60578056939505,203.2488550417805,199.34969845808044,191.4235418828756,191.6144662753081
219,211.35945781770167,190.6345075223669,203.32554438901212,199.4086102248156,191.45454104841184,191.64583558157292
220,211.46805631948587,190.66240162696448,203.40060426172087,199.46614338746582,191.48465910280024,191.67631547100643
221,211.57463516772938,190.6894868257432,203.47406870000054,199.52232973107766,191.51392086254077,191.70593092890817
222,211.67923109661584,190.7157863846191,203.5459710576676,199.57720033006584,191.54235045799768,191.73470625173763
223,211.78188020330643,190.74132291132182,203.61634401503073,199.63078556306007,191.56997135164744,191.7626650653721
224,211.88261795780116,190.7661183733827,203.68521959147017,199.68311512749162,191.59680635588225,191.78983034292204
225,211.98147921269404,190.79019411566827,203.7526291578264,199.73421805392115,191.62287765037803,191.81622442211278
226,212.07849821282144,190.8135708774676,203.81860344859967,199.7841227201104,191.64820679903457,191.84186902224005
227,212.1737086048029,190.83626880914352,203.88317257396113,199.83285686483978,191.67281476649725,191.86678526070824
228,212.2671434464736,190.85830748835642,203.9463660315762,199.8804476014747,191.6967219342676,191.89099366915954
229,212.3588352162082,190.8797059358703,204.00821271824205,199.92692143128275,191.71994811641176,191.91451420920188
230,212.44881582213532,190.90048263094954,204.06874094133963,199.97230425650457,191.74251257487495,191.93736628774403
231,212.5371166112423,190.9206555263559,204.12797843010176,200.0166213931814,191.76443403440985,191.95956877194624
232,212.62376837837036,190.9402420629542,204.1859523466992,200.05989758374128,191.78573069712735,191.9811400037937
233,212.70880137509943,190.95925918393598,204.24268929714512,200.10215700934785,191.80642025667763,192.00209781430195
234,212.7922453185231,190.97772334866906,204.2982153420204,200.1434233020137,191.8265199120696,192.02245953736062
235,212.87412939991324,190.9956505461824,204.35255600702092,200.1837195564819,191.84604638113646,192.04224202322516
236,212.95448229327462,191.01305630829384,204.40573629332854,200.22306834187813,191.8650159136552,192.0614616516624
237,213.03333216378942,191.02995572238999,204.45778068780731,200.26149171313716,191.88344430412803,192.08013434475913
238,213.11070667615218,191.04636344386543,204.50871317302705,200.29901122220602,191.90134690423275,192.0982755794002
239,213.18663300279508,191.0622937082301,204.5585572371156,200.33564792902743,191.91873863495027,192.11590039942413
240,213.26113783200404,191.07776034289233,204.60733588344192,200.3714224123066,191.93563399837626,192.13302342746337
241,213.33424737592605,191.0927767786256,204.65507164013175,200.40635478006436,191.9520470892241,192.14965887647642
242,213.40598737846813,191.10735606072632,204.70178656941764,200.44046467997995,191.96799160602666,192.16582056097917
243,213.47638312308817,191.12151085987068,204.74750227682551,200.47377130952628,191.98348086204385,192.18152190798185
244,213.54545944047868,191.13525348267763,204.79223992019953,200.50629342590167,191.99852779588255,192.19677596763952
245,213.61324071614345,191.14859588198493,204.8360202185672,200.5380493557602,192.0131449818364,192.2115954236217
246,213.67975089786816,191.16154966684633,204.8788634608467,200.5690570047445,192.02734463995145,192.22599260320874
247,213.74501350308523,191.17412611225575,204.92078951439882,200.5993338668243,192.04113864582476,192.2399794871209
248,213.80905162613402,191.18633616860615,204.96181783342487,200.6288970334431,192.0545385401423,192.253567719087
249,213.87188794541663,191.19819047088936,205.00196746721312,200.65776320247718,192.06755553796225,192.2667686151585
250,213.93354473045048,191.20969934764355,205.0412570682356,200.68594868700907,192.08020053775036,192.27959317277575
251,213.9940438488181,191.22087282965475,205.07970490009728,200.71346942391952,192.09248413017315,192.29205207959185
252,214.0534067730152,191.23172065841894,205.11732884533976,200.74034098230024,192.10441660665498,192.30415572206067
253,214.11165458719768,191.24225229437033,205.15414641310153,200.76657857169133,192.11600796770495,192.31591419379453
254,214.1688079938284,191.25247692488261,205.1901747466369,200.7921970501457,192.1272679310195,192.32733730369733
255,214.22488732022504,191.26240347204833,205.22543063069526,200.8172109321242,192.13820593936595,192.3384345838789
256,214.27991252500902,191.27204060024275,205.25993049876325,200.84163439622398,192.1488311682529,192.34921529735567
257,214.3339032044576,191.28139672347749,205.29369044017184,200.86548129274328,192.1591525333929,192.35968844554367
258,214.38687859875904,191.29048001254952,205.32672620706984,200.88876515108555,192.16917869796205,192.3698627755484
259,214.4388575981723,191.2992984019911,205.3590532212662,200.91149918700623,192.17891807966262,192.37974678725732
260,214.4898587490922,191.3078595968256,205.39068658094354,200.9336963097043,192.18837885759308,192.38934874023965
261,214.539900260021,191.31617107913473,205.42164106724408,200.95536912876236,192.19756897893066,192.39867666045865
262,214.58900000744708,191.32424011444164,205.45193115073056,200.97652996093737,192.20649616543153,192.40773834680087
263,214.63717554163233,191.3320737579155,205.4815709977241,200.99719083680532,192.21516791975293,192.41654137742748
264,214.68444409230858,191.3396788604019,205.51057447652062,201.01736350726244,192.22359153160195,192.42509311595205
265,214.73082257428473,191.3470620742836,205.53895516348808,201.0370594498858,192.2317740837161,192.4334007174493
266,214.77632759296486,191.35422985917668,205.56672634904663,201.0562898751556,192.2397224576788,192.44147113429926
267,214.82097544977927,191.36118848746628,205.59390104353312,201.07506573254267,192.2474433395755,192.44931112187118
268,214.8647821475284,191.367944049686,205.62049198295222,201.09339771646276,192.25494322549383,192.45692724405126
269,214.90776339564172,191.3745024597458,205.64651163461605,201.1112962721011,192.26222842687173,192.46432587861855
270,214.94993461535196,191.38086946001192,205.67197220267408,201.12877160110935,192.2693050756984,192.47151322247265
271,214.99131094478574,191.3870506262433,205.69688563353517,201.14583366717767,192.2761791295712,192.47849529671748
272,215.0319072439719,191.3930513723881,205.72126362118368,201.162492201484,192.28285637661253,192.4852779516047
273,215.07173809976862,191.3988769552443,205.7451176123913,201.17875670802383,192.28934244025072,192.4918668713405
