,Soil RMSE,Biomass RMSE
NE_MBB,6.610616769007247,1.5108223993126326
NE_OH,5.415495400162994,2.8728911881720443
NE_OP,6.025605414343342,1.3948314864571736
SC_OH,2.6154602783477072,0.8514205991333629
SC_OP,2.0721509472492228,0.4650928504926122
SC_SLP,1.5219526076004954,0.6625627934093757
SE_SLP,1.7003157642111377,0.7223527342134822
SE_LSP,1.6717090728034159,0.7726607855105122
