,x,y
0,388,404.24973897520414
1,677,448.385677814877
2,423,412.2199106415885
3,1286,503.68229387479596
4,513,427.2488737467902
5,1340,504.3417357920927
6,520,432.92132227008847
7,2269,555.3042176101713
